net,length_um
_04891_,61.34
_04983_,61.34
_06254_,61.34
_08602_,61.3
_02888_,61.24
_03070_,61.16
_08917_,61.16
_03976_,61.12
_11307_,61.12
u_align.Aligned_C\[10\],61.12
_08945_,61.08
_10519_,61.02
_09316_,60.995
_01795_,60.96
_10740_,60.92
clknet_leaf_7_clk,60.9
_09948_,60.88
_02381_,60.84
_11580_,60.84
_03438_,60.82
_07680_,60.79
_12064_,60.78
_03372_,60.76
_03957_,60.7
_03965_,60.7
_07959_,60.7
_01043_,60.66
_09041_,60.59
_02137_,60.56
_03681_,60.52
_09486_,60.46
_05115_,60.42
_09727_,60.4
_02563_,60.34
_03650_,60.3
clknet_leaf_58_clk,60.26
_09718_,60.24
_12169_,60.24
_02875_,60.2
_07173_,60.2
_03632_,60.18
_09589_,60.14
_05296_,60.11
_04673_,60.08
u_align.Aligned_C\[35\],60.02
_02797_,59.98
_02532_,59.96
_05985_,59.94
_02904_,59.92
clknet_leaf_1_clk,59.78
u_component_formatter.A_in\[41\],59.74
_04822_,59.6
_02246_,59.47
_01321_,59.42
_03625_,59.38
_07489_,59.38
_03819_,59.36
_10156_,59.36
_06952_,59.33
_08782_,59.24
_07238_,59.22
_03261_,59.2
_03997_,59.12
_03532_,59.08
net426,59.08
_03343_,59.06
_09241_,59.04
_09552_,58.96
_06938_,58.94
_08597_,58.94
_03542_,58.9
net752,58.88
clknet_leaf_53_clk,58.82
_03693_,58.7
_11284_,58.7
_03910_,58.68
_03612_,58.65
_03089_,58.64
_06792_,58.62
_10568_,58.6
_03930_,58.56
net315,58.56
_08502_,58.54
_02566_,58.5
_04994_,58.5
_09319_,58.5
u_align.Aligned_C\[107\],58.48
_02148_,58.46
_05056_,58.45
_02850_,58.42
_07644_,58.4
_12950_,58.4
_08689_,58.36
net649,58.36
_01436_,58.32
_05014_,58.31
_03101_,58.24
_08784_,58.24
clknet_leaf_91_clk,58.18
_09194_,58.16
_08586_,58.12
_11661_,58.04
_03935_,58.03
_10894_,58.02
_10119_,57.955
_09674_,57.94
_00869_,57.88
_11660_,57.88
_06671_,57.78
_12472_,57.76
_07891_,57.7
_02511_,57.66
_02849_,57.64
_03859_,57.64
_03775_,57.63
_07883_,57.57
_05845_,57.56
_01316_,57.44
_08786_,57.44
_05082_,57.4
_09871_,57.28
u_component_formatter.B_in\[9\],57.28
_03420_,57.22
_04685_,57.085
_05636_,57.06
_10326_,57.045
_01318_,57
_01775_,56.97
_05183_,56.96
_11785_,56.92
_06790_,56.9
_02846_,56.88
_05848_,56.84
_02274_,56.79
_03945_,56.72
_01573_,56.715
_01463_,56.7
_03510_,56.66
_07112_,56.66
_12908_,56.66
_00954_,56.64
_12962_,56.58
_05926_,56.52
_03584_,56.49
_02867_,56.42
_03633_,56.41
_12380_,56.4
_03765_,56.39
_06829_,56.36
net911,56.26
_03705_,56.24
_03409_,56.22
_03919_,56.22
_02897_,56.19
_02917_,56.19
_03478_,56.19
_02980_,56.16
_03293_,56.14
_09981_,55.9
_01185_,55.88
_02841_,55.86
_04665_,55.84
_06728_,55.8
_09423_,55.74
u_exp_compare.MaxExp\[0\],55.64
_05168_,55.62
_02959_,55.6
_10967_,55.6
_09184_,55.56
_04569_,55.44
_08351_,55.4
_09165_,55.34
_10158_,55.34
_07765_,55.3
_02447_,55.28
_04759_,55.24
u_component_formatter.A_in\[50\],55.22
_11001_,55.18
_00398_,55.17
clknet_leaf_5_clk,55.08
_11308_,55.06
_01018_,55
_03698_,54.98
_10579_,54.96
_07895_,54.95
_05970_,54.94
net845,54.93
_03920_,54.92
_10004_,54.85
_08591_,54.78
_07565_,54.76
_10761_,54.76
_04728_,54.72
_06914_,54.72
_06805_,54.7
_00535_,54.64
net736,54.64
_01381_,54.63
_04499_,54.62
_00328_,54.61
_01555_,54.48
_06784_,54.48
_06912_,54.48
_09717_,54.44
_07766_,54.38
_11911_,54.38
_01740_,54.33
_03427_,54.28
_06648_,54.28
_09381_,54.26
_01581_,54.22
net316,54.18
_02859_,54.14
_08303_,54.105
clknet_leaf_32_clk,54.02
u_component_formatter.B_in\[21\],53.96
_03363_,53.92
_07237_,53.9
_05928_,53.88
_09757_,53.86
_04948_,53.84
clknet_leaf_67_clk,53.84
_07300_,53.82
_05169_,53.78
_08624_,53.78
_03021_,53.76
_09482_,53.76
_06765_,53.72
clknet_leaf_8_clk,53.72
_06240_,53.68
_09853_,53.64
_03636_,53.6
_03310_,53.39
_03603_,53.36
_08560_,53.355
_11870_,53.18
_03035_,53.16
_02692_,53.14
_10746_,53.14
_06764_,53.12
_04638_,53.08
_07647_,53.08
_03853_,53.06
_11472_,53.06
_12851_,53
_07328_,52.98
_08262_,52.92
_08918_,52.92
_04691_,52.9
_09199_,52.86
_10258_,52.86
_08594_,52.84
_08935_,52.8
_02108_,52.78
_12807_,52.76
clknet_leaf_52_clk,52.74
_10578_,52.63
_03376_,52.62
_08995_,52.62
_10224_,52.6
_03673_,52.54
_06061_,52.52
_02252_,52.5
net290,52.44
_09382_,52.42
_02087_,52.4
_03395_,52.4
_08331_,52.4
_04026_,52.38
_08321_,52.38
_08911_,52.36
_01527_,52.34
_06803_,52.34
_07813_,52.34
_07737_,52.335
net820,52.29
_02924_,52.28
_03008_,52.22
_11389_,52.21
_03230_,52.18
_08153_,52.12
_03481_,52.11
_02989_,52.1
_01161_,52.06
_03968_,52.04
_10141_,51.98
_11948_,51.96
u_align.Aligned_C\[29\],51.96
_02596_,51.78
_03682_,51.68
_09322_,51.68
u_component_formatter.B_in\[17\],51.68
_07062_,51.64
_09287_,51.64
_02880_,51.63
_09221_,51.56
_04827_,51.48
_03552_,51.46
u_component_formatter.A_in\[5\],51.46
_01479_,51.445
_12448_,51.44
_11164_,51.43
_02836_,51.42
_04980_,51.42
_08048_,51.42
_06653_,51.4
_07865_,51.32
_04045_,51.28
_09671_,51.28
_12015_,51.26
_10550_,51.24
_03453_,51.2
_08032_,51.2
net332,51.12
_12610_,51.1
_03295_,51.095
_06223_,51.08
_05080_,51.06
_02550_,51.01
_04424_,50.97
_06149_,50.94
_05007_,50.92
_03870_,50.825
_03678_,50.82
_03675_,50.79
_04975_,50.7
_03686_,50.66
_04946_,50.635
_00891_,50.54
_01256_,50.54
_02582_,50.52
_07598_,50.46
_06880_,50.42
_07740_,50.4
_02168_,50.38
_07646_,50.36
_12342_,50.36
_04010_,50.35
_03355_,50.34
_07758_,50.34
_11780_,50.32
_01319_,50.3
_02826_,50.26
_03917_,50.25
_08587_,50.18
_09053_,50.18
_03191_,50.16
_12622_,50.16
clknet_leaf_141_clk,50.16
_02808_,50.14
_11708_,50.14
_06246_,50.1
_03146_,50.06
net773,50.06
_03699_,50.04
_04080_,50.04
_12745_,50.04
clknet_leaf_113_clk,50.02
_03093_,49.98
_03687_,49.92
_02969_,49.9
_07350_,49.86
_07595_,49.86
_10412_,49.85
clknet_leaf_42_clk,49.82
_09082_,49.8
_02448_,49.795
_03032_,49.76
_09679_,49.74
_07063_,49.72
_02900_,49.7
_05573_,49.68
_04105_,49.64
_04095_,49.62
_10909_,49.62
_03407_,49.6
_07386_,49.6
_08692_,49.58
_00331_,49.54
_03628_,49.54
_03771_,49.52
_08371_,49.52
_03804_,49.5
_12922_,49.5
_02923_,49.48
_04091_,49.46
_04957_,49.44
_07082_,49.44
_10552_,49.44
_03535_,49.4
_00904_,49.38
_03829_,49.36
_01616_,49.335
_01389_,49.32
_03661_,49.31
_07111_,49.3
_06322_,49.26
_09855_,49.26
_02827_,49.24
_02485_,49.22
_03533_,49.18
_04027_,49.18
_03600_,49.08
_02501_,49.04
_01170_,48.99
_07233_,48.98
_03654_,48.97
_10502_,48.94
_07789_,48.92
_03112_,48.9
_01426_,48.87
_06958_,48.865
_05732_,48.82
_08064_,48.82
_03031_,48.8
clknet_leaf_45_clk,48.78
_04040_,48.765
_07971_,48.75
_00693_,48.74
_01419_,48.735
_03850_,48.72
_03975_,48.72
_02899_,48.68
_04802_,48.68
_10756_,48.68
_04761_,48.66
_02876_,48.63
_03081_,48.62
_06194_,48.62
_09692_,48.58
_01617_,48.56
_03352_,48.56
_03736_,48.56
_05460_,48.49
_02787_,48.48
clknet_leaf_70_clk,48.48
_01050_,48.46
_09627_,48.44
_10446_,48.375
_07377_,48.36
clknet_leaf_142_clk,48.36
_03460_,48.28
_05416_,48.275
_09366_,48.26
_03516_,48.24
_05781_,48.22
_08614_,48.22
_11648_,48.18
clknet_leaf_12_clk,48.12
_03036_,48.1
_03857_,48.1
_03215_,48.08
_09446_,48.08
_09465_,48.08
_08103_,48.06
_10048_,47.98
net277,47.98
_03086_,47.96
_04853_,47.96
_06238_,47.915
_11071_,47.9
_10320_,47.88
u_component_formatter.B_in\[16\],47.88
_01466_,47.86
_03111_,47.84
_10267_,47.84
_07809_,47.8
_00385_,47.74
_08589_,47.74
clknet_leaf_84_clk,47.74
_02719_,47.72
_12007_,47.7
_09497_,47.68
_05778_,47.66
_02862_,47.6
_07589_,47.54
_02543_,47.48
_09292_,47.48
_02775_,47.46
_01507_,47.4
_03074_,47.4
_08984_,47.38
_09472_,47.36
_03979_,47.355
_01123_,47.3
_03344_,47.3
_03046_,47.26
_03324_,47.24
_06633_,47.24
_00573_,47.2
_03187_,47.2
_08967_,47.18
_01245_,47.14
clknet_leaf_17_clk,47.04
_09362_,47
_03784_,46.98
_11881_,46.98
_08954_,46.955
_02922_,46.94
_10088_,46.94
_10430_,46.92
_02481_,46.9
_02748_,46.9
u_component_formatter.B_in\[18\],46.82
net303,46.76
_02713_,46.74
_06842_,46.74
_07822_,46.7
_09700_,46.7
_02946_,46.68
_04700_,46.68
net237,46.68
_02990_,46.62
_03983_,46.6
_04919_,46.56
_03642_,46.52
_04848_,46.52
u_align.Aligned_C\[79\],46.52
_03915_,46.46
_03745_,46.4
_01970_,46.36
_01813_,46.34
_03540_,46.34
_10500_,46.34
_09857_,46.32
_03434_,46.3
_03764_,46.28
_10822_,46.28
_03621_,46.24
_03697_,46.23
_03080_,46.18
_03238_,46.18
_03038_,46.14
_03199_,46.14
_07764_,46.1
_00444_,46.08
_00973_,46.08
_11349_,46.07
_04399_,46.06
_06568_,46.02
_09806_,46
_08139_,45.98
_05745_,45.96
_12091_,45.94
_03737_,45.93
_10819_,45.92
_03746_,45.9
_01519_,45.88
_11398_,45.88
net347,45.86
_07180_,45.82
u_multiplier.dp_c0_lo\[40\],45.82
_02654_,45.78
_02926_,45.72
_09843_,45.7
u_align.Aligned_C\[66\],45.68
_02025_,45.65
_12951_,45.65
_03426_,45.62
_07359_,45.61
_12349_,45.54
_12467_,45.54
_03617_,45.4
_01408_,45.34
_10283_,45.34
_10407_,45.34
_02939_,45.32
_03461_,45.28
_08126_,45.275
_05267_,45.27
_06944_,45.26
_06951_,45.25
_12963_,45.16
clknet_leaf_61_clk,45.14
_04022_,45.13
_01437_,45.1
_02170_,45.08
_02754_,45.08
_03045_,45.08
_02667_,45.06
_08372_,45.06
_02994_,45.02
_03017_,44.99
_12879_,44.98
_01631_,44.9
_03937_,44.815
_07669_,44.78
_03149_,44.75
_09405_,44.74
_05865_,44.68
_10377_,44.68
net591,44.68
partial_products_carry[54],44.67
_04006_,44.66
_09013_,44.64
_01254_,44.58
_09276_,44.56
_10463_,44.56
_07223_,44.52
clknet_leaf_69_clk,44.48
_08079_,44.42
_09521_,44.4
_07086_,44.38
_11890_,44.38
_04013_,44.34
_11217_,44.3
_11100_,44.29
_01641_,44.28
_05123_,44.27
net308,44.26
_11488_,44.22
clknet_leaf_122_clk,44.2
_08904_,44.18
_11816_,44.12
_03970_,44.11
_02625_,44.05
_07744_,44.02
_08471_,44.01
_03095_,44
_03496_,44
_03943_,43.98
_06334_,43.94
_11464_,43.9
_04563_,43.88
_09023_,43.86
_03065_,43.84
clknet_leaf_97_clk,43.84
_01747_,43.815
_08507_,43.78
net364,43.76
_05524_,43.74
_09759_,43.74
_03030_,43.7
_03354_,43.66
_07856_,43.6
_08742_,43.6
_09138_,43.6
_03312_,43.56
_04121_,43.56
_04749_,43.54
_01574_,43.5
_01814_,43.5
_06733_,43.5
_10028_,43.5
net219,43.5
_01817_,43.48
net495,43.4
_07057_,43.34
_08891_,43.34
_12256_,43.32
_08319_,43.3
_05143_,43.28
_03864_,43.24
u_multiplier.partial_carry\[22\],43.2
_03258_,43.18
_10618_,43.18
_06202_,43.12
_05971_,43.06
_09991_,43.06
_10089_,43.06
_09057_,43.02
_12378_,43.02
_05186_,43
clknet_leaf_20_clk,43
_04041_,42.985
_07387_,42.98
_08222_,42.98
_12141_,42.94
_01965_,42.92
_08215_,42.92
_06665_,42.86
_06903_,42.84
_08532_,42.84
_09342_,42.84
partial_products_carry[26],42.82
_06437_,42.78
_01406_,42.76
_09910_,42.76
_09997_,42.755
_02717_,42.74
_07594_,42.74
u_multiplier.dp_c0_hi\[5\],42.74
_06977_,42.7
u_component_formatter.A_in\[15\],42.64
_12142_,42.62
_08578_,42.58
_06593_,42.56
net607,42.52
_03463_,42.5
_11673_,42.5
clknet_leaf_10_clk,42.5
_07162_,42.42
_02803_,42.38
_05931_,42.38
_12712_,42.38
_04262_,42.34
_12340_,42.34
_05440_,42.335
_12844_,42.32
_10800_,42.29
net625,42.28
_01551_,42.24
_02750_,42.24
_11309_,42.16
_12886_,42.16
_08010_,42.14
_09568_,42.14
_11930_,42.14
_02832_,42.12
_04740_,42.12
_10932_,42.12
_07151_,42.075
_02641_,42.04
_04076_,42
_09868_,41.98
_10086_,41.98
_07468_,41.96
net333,41.96
clknet_leaf_96_clk,41.96
net751,41.9
_00586_,41.88
_07381_,41.88
_03613_,41.86
_08491_,41.86
_03640_,41.78
_09248_,41.78
_03519_,41.74
_02678_,41.72
_00804_,41.68
_00423_,41.66
_08940_,41.66
_09293_,41.66
_05273_,41.64
_09200_,41.64
_09580_,41.56
_04831_,41.48
_02891_,41.46
_07922_,41.46
net557,41.42
_02071_,41.41
_12730_,41.405
_03012_,41.4
_05078_,41.38
_07741_,41.36
_02973_,41.34
_04594_,41.34
_09688_,41.34
_05986_,41.32
_03780_,41.26
_03660_,41.24
_10449_,41.24
_00324_,41.215
_01004_,41.2
_01550_,41.2
_09207_,41.18
_03061_,41.16
_11215_,41.16
net256,41.16
u_component_formatter.A_in\[37\],41.12
_01742_,41.11
u_multiplier.dp_c0_lo\[37\],41.1
_12244_,41.08
_00708_,41.07
_01360_,41.02
_09748_,40.99
_01958_,40.98
_10613_,40.97
net515,40.96
_04934_,40.92
clknet_leaf_130_clk,40.9
_08105_,40.88
clknet_leaf_34_clk,40.86
_03137_,40.855
_08252_,40.84
_12275_,40.84
u_component_formatter.C_in\[15\],40.84
_11094_,40.78
_07305_,40.76
_03526_,40.74
_09642_,40.72
u_component_formatter.A_in\[32\],40.7
_03816_,40.69
_02758_,40.68
_04032_,40.66
_03899_,40.62
_06584_,40.62
_08002_,40.62
_09328_,40.56
_11674_,40.54
_08993_,40.52
_12915_,40.475
_09564_,40.46
_02765_,40.44
_03809_,40.44
_04115_,40.44
_06170_,40.44
_05304_,40.41
_00590_,40.38
_04854_,40.35
_03605_,40.3
_08063_,40.3
_08915_,40.28
_09920_,40.26
_05029_,40.22
_03084_,40.2
_07628_,40.2
_07915_,40.18
_12218_,40.18
_04646_,40.16
_00591_,40.14
_08941_,40.13
_10933_,40.13
_07185_,40.12
_00776_,40.06
_03618_,40.04
_04050_,40.04
u_align.Aligned_C\[19\],40.04
_05611_,40.005
_05777_,39.96
_12376_,39.96
_02189_,39.92
net406,39.92
_10248_,39.91
_03455_,39.9
_02889_,39.88
_01449_,39.87
_11952_,39.86
net212,39.86
_09461_,39.82
_10755_,39.82
_04726_,39.78
_01175_,39.77
_07720_,39.765
_12706_,39.76
_01753_,39.74
_03701_,39.72
_04101_,39.72
_09999_,39.72
_01614_,39.7
_10094_,39.69
_02914_,39.68
net740,39.675
_01288_,39.66
_05752_,39.66
_06991_,39.66
_09369_,39.66
_09752_,39.65
_02483_,39.64
_11953_,39.62
_02898_,39.6
clknet_leaf_18_clk,39.6
_08658_,39.58
_12967_,39.58
net307,39.58
_01477_,39.54
net334,39.52
ProdASC[32],39.5
_01416_,39.5
_01468_,39.5
_00476_,39.48
_00553_,39.48
u_align.Aligned_C\[90\],39.42
_00933_,39.36
_02968_,39.36
_11330_,39.36
clknet_leaf_28_clk,39.36
PD4_mode,39.33
_10391_,39.32
_02230_,39.3
_03188_,39.3
_11166_,39.28
Aligned_C[33],39.26
_10414_,39.24
_01588_,39.225
_11724_,39.185
_09861_,39.18
_07702_,39.16
_08305_,39.16
_08669_,39.12
_08690_,39.09
_03370_,39.08
_03726_,39.06
_03005_,39.03
_09266_,39.02
_03811_,39
_07916_,39
_09238_,38.98
_03904_,38.96
_09770_,38.96
_10778_,38.92
_00391_,38.9
_12584_,38.88
_12186_,38.87
_04099_,38.86
_04953_,38.86
_10169_,38.86
_00434_,38.76
_01359_,38.76
_08424_,38.76
net232,38.76
_03214_,38.74
_11806_,38.74
_05624_,38.7
_05167_,38.69
_03003_,38.68
_03668_,38.68
_00841_,38.66
_03429_,38.66
_04065_,38.62
_05038_,38.6
_01786_,38.56
_01930_,38.52
_02588_,38.52
_07164_,38.52
_12989_,38.5
net587,38.5
_03365_,38.46
_03684_,38.46
_10006_,38.38
_05950_,38.36
_12463_,38.34
_04518_,38.33
_01589_,38.32
_03513_,38.32
_04028_,38.32
_01404_,38.3
_01824_,38.28
_10262_,38.28
clknet_leaf_38_clk,38.28
_02674_,38.24
_02840_,38.24
_05327_,38.24
_12748_,38.24
_02681_,38.22
_01054_,38.195
_01470_,38.18
_01621_,38.18
_06231_,38.17
_02661_,38.16
_12845_,38.13
_02118_,38.12
_02479_,38.12
_04620_,38.12
_03263_,38.06
_03767_,38.04
_12037_,38.04
_01291_,38.02
_11830_,38.02
_12053_,38
_00413_,37.92
_03551_,37.92
_03802_,37.9
_06473_,37.9
net349,37.78
_12969_,37.775
_02952_,37.77
_10153_,37.76
_10987_,37.74
_02705_,37.72
_05414_,37.72
_05753_,37.72
u_align.Aligned_C\[6\],37.7
_00649_,37.68
_01792_,37.68
_06517_,37.68
_09070_,37.68
u_component_formatter.A_in\[36\],37.635
net910,37.62
_06907_,37.57
_01431_,37.56
_11160_,37.56
_03995_,37.54
_05181_,37.52
_01612_,37.5
_06636_,37.5
_11841_,37.48
_12688_,37.48
_04111_,37.47
_09704_,37.46
_00635_,37.44
_10992_,37.42
_06681_,37.38
_06885_,37.38
_11423_,37.36
_01736_,37.34
_03578_,37.34
_03766_,37.34
_04087_,37.34
_12781_,37.34
_10029_,37.32
_03941_,37.3
_12264_,37.3
_03955_,37.26
Aligned_C[153],37.21
_06505_,37.2
_04943_,37.18
_11062_,37.18
_03176_,37.16
_03611_,37.14
_07268_,37.14
_05900_,37.12
_07498_,37.12
_03741_,37.1
_01751_,37.06
_02529_,37.06
_09191_,37.06
_01592_,37.02
_06534_,36.99
_03797_,36.98
_11795_,36.95
_03018_,36.94
_07093_,36.9
u_multiplier.dp_c0_hi\[4\],36.82
_00753_,36.81
_02755_,36.76
_03147_,36.76
_02245_,36.755
_04742_,36.75
_04056_,36.74
clknet_leaf_98_clk,36.72
_00729_,36.7
_01219_,36.69
u_align.Aligned_C\[88\],36.64
net339,36.64
_04807_,36.62
_12241_,36.62
_01232_,36.61
_11140_,36.6
_01287_,36.56
_06661_,36.56
_01458_,36.54
_07124_,36.54
_08067_,36.52
u_align.Aligned_C\[70\],36.52
_09001_,36.5
_11882_,36.5
_00329_,36.48
_02557_,36.48
_10018_,36.48
net285,36.46
_04214_,36.435
_00984_,36.42
_08482_,36.42
_09136_,36.4
clknet_leaf_25_clk,36.4
_05890_,36.39
_07511_,36.38
_03325_,36.34
_03027_,36.32
_09083_,36.32
_00448_,36.3
_02568_,36.28
_03760_,36.28
_03414_,36.26
_05021_,36.26
clknet_leaf_14_clk,36.26
_02031_,36.24
_03742_,36.24
_05472_,36.24
_09095_,36.2
_02012_,36.18
_02232_,36.18
_06196_,36.18
_08816_,36.18
_12473_,36.165
_10013_,36.14
_11860_,36.14
_02870_,36.1
_03028_,36.1
_10425_,36.08
_02807_,36.06
_06709_,36.04
_12542_,36.04
_10290_,36.02
_02766_,36
_00850_,35.98
_02794_,35.96
_09603_,35.96
_10465_,35.96
u_multiplier.dp_c0_lo\[42\],35.96
_12309_,35.94
_02785_,35.92
_07345_,35.89
_03577_,35.84
_02988_,35.82
_07953_,35.82
_00821_,35.8
_02225_,35.8
_04699_,35.76
_03831_,35.74
_04068_,35.74
_09628_,35.74
_11992_,35.72
_10887_,35.7
_01002_,35.69
_10949_,35.66
_04741_,35.64
_10009_,35.64
u_multiplier.partial_sum\[94\],35.64
_00454_,35.62
_00741_,35.6
_10985_,35.58
_09817_,35.57
_08683_,35.56
_03314_,35.5
_08189_,35.5
_09045_,35.5
_03653_,35.48
_08466_,35.48
_07066_,35.46
_10884_,35.46
_09786_,35.455
_06566_,35.44
_07330_,35.44
_10813_,35.44
u_component_formatter.B_in\[63\],35.4
net320,35.38
net552,35.38
_05735_,35.36
_02433_,35.32
_02680_,35.32
_06923_,35.32
_04082_,35.28
_02983_,35.26
_12106_,35.26
partial_products_carry[49],35.24
_10515_,35.19
_12614_,35.18
_04103_,35.14
_11252_,35.14
_12332_,35.13
_02559_,35.125
_01624_,35.1
_01788_,35.1
_03328_,35.1
_06551_,35.1
_07910_,35.08
_01328_,35.06
_09098_,35.06
_01195_,35.02
_03690_,35.02
_08895_,35
_10327_,34.98
_05062_,34.96
_06813_,34.96
_02788_,34.94
_12731_,34.935
_03799_,34.92
_06397_,34.9
_11782_,34.9
_02895_,34.88
_12607_,34.88
_10097_,34.86
_05551_,34.84
_09444_,34.825
_08545_,34.76
_09556_,34.76
_10185_,34.76
_03025_,34.74
_08715_,34.74
_00946_,34.73
_03727_,34.715
_06818_,34.7
clknet_leaf_49_clk,34.7
_03754_,34.69
_12582_,34.68
_02743_,34.66
_00579_,34.64
_03936_,34.615
_09579_,34.6
_03785_,34.58
_03800_,34.58
_09407_,34.58
_03624_,34.56
_00965_,34.54
_01652_,34.54
_05518_,34.54
_06081_,34.54
_09282_,34.54
_00829_,34.52
net243,34.52
_03715_,34.5
_00569_,34.48
_02535_,34.48
_04227_,34.48
_05834_,34.48
_06180_,34.48
_03280_,34.46
_09289_,34.46
_12427_,34.46
_04590_,34.44
_04847_,34.42
_03092_,34.41
_07259_,34.38
_01513_,34.37
_03734_,34.34
_11025_,34.34
_00644_,34.32
_02893_,34.3
_03550_,34.24
_04878_,34.24
_07102_,34.24
_04721_,34.225
_09183_,34.22
_00945_,34.2
_04058_,34.16
_12752_,34.16
_05466_,34.155
_07850_,34.15
_05737_,34.14
u_component_formatter.C_in\[20\],34.12
_09203_,34.1
net233,34.06
_08181_,34.02
_07543_,34.015
_01428_,34
_07808_,33.98
_08330_,33.96
_09912_,33.96
_01811_,33.94
_02047_,33.94
_03014_,33.92
_00764_,33.9
_11142_,33.9
_02534_,33.88
_07661_,33.88
_09593_,33.88
_11034_,33.88
_00887_,33.84
_10434_,33.82
_02760_,33.8
_05142_,33.8
_12988_,33.76
clknet_leaf_83_clk,33.76
_02979_,33.74
_03939_,33.74
_04951_,33.74
_11122_,33.73
_03178_,33.7
_01409_,33.695
_02618_,33.68
_10484_,33.68
_03924_,33.66
_05588_,33.64
_02933_,33.62
_07659_,33.62
_11749_,33.62
net669,33.62
partial_products_sum[43],33.6
_09779_,33.57
_04181_,33.56
_04688_,33.56
_09909_,33.56
_07857_,33.54
_11405_,33.54
_02190_,33.51
_02753_,33.5
net358,33.5
_08445_,33.48
_08593_,33.45
_04816_,33.44
_02844_,33.42
_03196_,33.42
_03871_,33.42
_09157_,33.42
net699,33.42
_01196_,33.4
_09128_,33.38
_12099_,33.38
_11209_,33.34
_02810_,33.3
_03334_,33.3
_04783_,33.3
_11404_,33.3
_05948_,33.28
_07200_,33.28
_02664_,33.26
_04188_,33.26
_12305_,33.25
_02839_,33.22
_03781_,33.22
_06305_,33.22
_08161_,33.22
_08559_,33.22
_03553_,33.2
_09760_,33.2
_12936_,33.16
net238,33.16
_10773_,33.14
u_multiplier.dp_c0_hi\[36\],33.14
_08293_,33.1
_07352_,33.08
_10005_,33.08
_04137_,33.04
_09931_,33.04
_11866_,33.04
_01296_,33.02
_11366_,33.02
_02249_,33
_11288_,33
_08197_,32.98
_09158_,32.98
_10620_,32.98
_00418_,32.96
_02869_,32.96
clknet_leaf_21_clk,32.96
_05156_,32.94
_00436_,32.92
_05704_,32.92
_10632_,32.92
_03042_,32.9
_02069_,32.86
_03803_,32.86
_07671_,32.855
_00660_,32.85
_02892_,32.82
u_align.Aligned_C\[37\],32.8
_09594_,32.74
_10840_,32.72
_03807_,32.7
_03893_,32.7
_12914_,32.68
_03897_,32.66
_06435_,32.65
_05374_,32.64
_03047_,32.62
u_align.Aligned_C\[52\],32.62
clknet_leaf_24_clk,32.62
_03243_,32.61
_03747_,32.6
_11502_,32.53
_00991_,32.52
_08729_,32.52
_05032_,32.5
_07845_,32.5
net519,32.5
_04717_,32.48
_06538_,32.48
_11729_,32.46
clknet_leaf_103_clk,32.46
_04926_,32.445
_02982_,32.44
_03949_,32.44
_06711_,32.42
_08187_,32.42
_03411_,32.38
_06828_,32.38
_10270_,32.38
partial_products_carry[63],32.38
_03473_,32.36
_03748_,32.34
_04633_,32.34
_10131_,32.34
_10373_,32.34
_02584_,32.32
_08864_,32.32
_03318_,32.29
_12541_,32.28
_12702_,32.27
_03805_,32.26
_08969_,32.24
_00613_,32.22
ProdASC[40],32.2
_03791_,32.18
_05389_,32.18
_09424_,32.16
C_in[36],32.15
_09344_,32.145
_08060_,32.12
_12980_,32.12
_10572_,32.095
_02995_,32.08
_05651_,32.08
_12017_,32.08
u_component_formatter.C_in\[21\],32.08
u_multiplier.dp_c0_hi\[10\],32.08
_02474_,32.06
_03541_,32
_01601_,31.98
A_in[35],31.94
_06779_,31.86
_11416_,31.82
_03037_,31.8
_01199_,31.78
_03237_,31.78
_10456_,31.78
_01534_,31.76
_01995_,31.75
_01535_,31.74
_07528_,31.74
_08336_,31.74
_09050_,31.74
_10031_,31.74
_01243_,31.72
_03002_,31.7
_00425_,31.69
u_component_formatter.A_in\[35\],31.67
_11963_,31.66
_00654_,31.64
_08127_,31.62
_04097_,31.54
net650,31.54
_07293_,31.52
_03207_,31.5
_06230_,31.5
_05326_,31.495
_09130_,31.48
_09586_,31.48
_10531_,31.48
_03712_,31.46
_02830_,31.42
_03034_,31.42
u_multiplier.dp_c0_lo\[38\],31.4
_08210_,31.36
net357,31.36
net638,31.36
_03770_,31.35
u_align.Aligned_C\[33\],31.32
clknet_leaf_110_clk,31.3
_02975_,31.28
_03435_,31.28
_03571_,31.28
_11728_,31.28
_03913_,31.24
_02008_,31.2
_03385_,31.2
_10549_,31.2
_10995_,31.2
_09599_,31.18
_00662_,31.16
_02658_,31.16
net273,31.16
_03041_,31.14
_00953_,31.12
_04537_,31.12
_08100_,31.1
_02700_,31.08
_03043_,31.06
_01874_,31.04
_05130_,31.04
_06342_,31.04
_10343_,31.04
_03721_,31
_07778_,30.96
_09895_,30.96
_09950_,30.96
C_in[2],30.94
_02780_,30.9
_07310_,30.9
_02669_,30.88
_10148_,30.88
_11355_,30.88
_03657_,30.86
_08598_,30.84
_12317_,30.84
net254,30.84
_00952_,30.83
_03083_,30.8
_09738_,30.78
_12024_,30.78
_05076_,30.76
_05705_,30.76
_00886_,30.74
_00525_,30.72
_01022_,30.72
_05567_,30.72
_07590_,30.72
_11000_,30.71
_02652_,30.7
_10316_,30.7
_06000_,30.68
_06899_,30.68
_02991_,30.64
_05664_,30.64
_03827_,30.6
_04104_,30.58
