net,length_um
net234,374.34
net189,373.46
net89,373.26
net368,372.66
net101,372.04
net130,371.995
net578,371.92
net720,371.75
net190,371.4
net210,370.94
net445,370.71
net638,370.62
net239,370.46
net64,370.355
net29,368.78
net355,368.77
net36,362.96
net309,362.33
net198,361.74
net361,361.7
net547,361.46
net271,361.14
_1140_,360.62
net74,360.36
net418,360.12
net553,359.94
net646,359.8
net424,359.51
net378,359.26
net456,358.35
net474,358.29
net404,358.24
net108,358.08
net246,357.8
net353,357.76
net287,357.28
net342,356.79
net306,356.66
net95,355.38
net552,355.15
net164,355.04
net274,354.12
_0436_,353.54
net505,351.04
net411,350.64
net609,350.54
_0586_,349.08
net388,349
net560,349
net337,348.26
net366,347.46
net100,345.52
net168,344.96
net632,344.85
net627,344.66
net566,344.3
net429,343.36
net282,342.14
net502,342.04
_2473_,341.94
net655,341.86
net165,341.84
net447,341.43
net461,340.18
net570,339.78
net72,339.66
net258,339.64
net544,339.36
_0282_,338.74
net450,338.57
net667,338.24
net649,337.04
_0272_,336.98
net511,336.5
net308,336.44
net532,334.6
net120,334.34
_0603_,333.13
net448,332.59
net452,332.44
net294,332.18
net607,332
net320,331.92
net60,331.4
net671,331.02
net526,330.96
net531,330.58
net86,330.4
net579,329.4
net333,329.28
net439,328.98
net321,328.56
net518,328
net574,328
net247,327.9
net618,327.74
net421,327.67
net9,326.34
net360,325.54
net650,324.84
net307,324.75
net205,324.34
net119,324.32
net249,324.24
net59,323.72
net347,322.39
net161,322.36
net33,322.18
net34,320.24
net490,320.19
net367,319.9
net257,319.08
net577,316.16
net170,316.02
net651,315.7
net39,315.62
net160,314.6
net125,314.54
net636,313.86
net217,312.74
net44,312.08
net91,311.92
net485,311.34
net559,310.74
net675,310.74
net81,309.44
net516,309.02
net674,308.7
net330,308.17
net383,307.74
net451,307.32
net123,306.18
net338,306.13
net435,305.535
net137,305.4
net599,305.36
net268,304.5
net75,304.2
net598,303.78
net104,303.68
net348,303.64
net310,302.96
net506,302.81
net479,302.72
_2516_,302.18
net344,301.54
net334,301.1
net90,299.82
net293,298.22
net147,298.04
net487,297.96
_0650_,296.71
net680,296.26
net557,295.46
net265,294.36
net352,294.18
net80,293.84
_0666_,293.74
net346,293.12
net118,292.84
net718,292.28
net588,291.86
net155,291.82
net428,291.49
net67,291.44
net507,288.62
_2518_,288.24
clknet_4_8_0_clk,288
net679,287.36
net356,287.08
net208,285.26
net176,285.08
net263,285.06
net508,284.74
net224,284
net153,283.48
net657,283.32
net575,283.1
net504,282.82
net304,282.7
net185,281.6
net597,280.9
net672,278.8
u_complementer.Out\[22\],278.18
net697,277.61
net26,277.6
net576,277.4
net259,276.74
net312,274.94
net76,274.48
net515,273.96
net284,273.54
_0988_,272.37
net174,272.14
net581,272.14
net68,271.66
net440,270.84
net112,270.26
net542,270.18
net14,269.6
net492,269.32
net158,268.96
net97,268.84
net141,268.32
net184,267.86
net152,266.72
net201,266.08
net591,265.6
net670,265.42
net17,265.3
net124,265.28
net300,265.04
_0987_,264.78
net537,264.56
net87,264.54
net562,264.3
net281,263.38
net602,263.3
net365,262.64
_0246_,261.8
net681,261.78
net592,260.62
net154,259.8
net256,259.24
net459,258.17
net295,257.56
net488,256.44
net467,255.27
net56,254.04
net621,253.32
net279,253.16
net663,252.96
clknet_4_5_0_clk,251.86
net604,251.82
net219,251.16
net233,251.14
net409,250.89
net313,250.68
net629,250.22
net3,250.06
net702,249.54
net405,248.86
_0388_,248.26
_2534_,246.62
net167,245.64
_1092_,243.84
net522,243.84
net496,243.8
net677,243.74
net414,243.4
net396,243.02
net28,241.26
net25,239.52
net314,239.3
net243,239.26
clknet_4_11_0_clk,239.01
net567,239
net666,238.52
net364,238.26
net613,238.02
net115,237.92
net514,237.52
net248,236.1
net241,236
net301,235.62
net143,235.24
net556,233.3
net255,231.26
net395,230.935
net420,230.58
_1162_,229.6
net695,229.51
net149,229.42
net527,229.18
_0377_,228.42
net548,227.78
clknet_4_3_0_clk,227.76
net416,227.05
net244,227
net260,226.82
net617,226.6
net169,226.56
net145,226.26
net656,226.24
net82,226
net66,225.44
_0098_,224.14
_0544_,220.52
net144,219.68
_1152_,219.32
net11,219.26
_2561_,219.04
net583,218.76
net102,218.56
net569,217.04
net466,216.94
u_complementer.Out\[126\],216.9
net469,216.88
net288,216.82
net292,216.5
net585,215.62
net407,215.54
_0099_,215.06
u_complementer.Out\[118\],214.7
net688,214.66
_0616_,214.06
net701,214.01
u_complementer.Out\[56\],213.72
u_complementer.Out\[31\],213.54
net652,212.4
net517,212
net215,211.71
net714,209.98
net430,209.77
net350,209.53
net717,209.47
_2568_,209.08
_1926_,209.04
net221,208.4
u_complementer.Out\[149\],208.2
clknet_4_10_0_clk,207.68
net46,206.72
net16,206.66
net315,206.6
net499,205.9
net375,205.86
net122,204.86
net596,204.64
net498,204.625
net696,204.5
_2482_,204.18
net99,203.82
u_stage3_reg.LZA_CNT_in\[10\],203.325
net358,203.2
net541,202.94
_2521_,202.02
_2614_,202
u_complementer.Out\[139\],201.61
u_complementer.Out\[29\],201.21
clknet_4_4_0_clk,200.8
_0821_,200.62
net705,200.02
net212,199.78
_2617_,199.05
_0318_,198.6
net245,198.16
net431,197.88
_0330_,197.47
u_complementer.Out\[110\],197.46
net446,197.25
net699,196.82
_0526_,196.12
u_complementer.Out\[138\],196.12
net51,195.94
u_complementer.Out\[151\],195.62
_0612_,195.42
net131,195.22
net668,195.22
u_complementer.Out\[33\],194.605
net142,194.28
net391,193.4
net711,191.97
u_complementer.Out\[34\],190.78
u_complementer.Out\[40\],190.705
net207,189.7
net138,189.08
u_complementer.Out\[157\],188.39
net554,188.38
net471,187.93
net213,187.02
net178,186.96
_0826_,186.69
_0253_,186.66
net116,186.56
u_complementer.Out\[121\],186.32
_2679_,186.23
clknet_4_6_0_clk,185.02
_2595_,183.98
_1173_,183.15
_2680_,182.14
net65,182.12
_1151_,181.96
clknet_4_0_0_clk,181.6
net283,179.3
net134,179.18
net545,179.14
u_complementer.Out\[77\],178.33
u_complementer.Out\[155\],176.16
_2609_,175.74
clknet_4_14_0_clk,175.6
_1609_,174.76
net606,174.58
u_complementer.Out\[159\],174.39
net501,174.24
net371,173.14
net700,173.06
net322,172.2
net643,171.18
u_complementer.Out\[92\],170.64
net328,169.4
net624,168.16
net372,167.42
net536,167.38
u_complementer.Out\[80\],167.22
u_complementer.Out\[86\],166.54
u_complementer.Out\[104\],166.2
clknet_4_2_0_clk,166.08
u_complementer.Out\[137\],164.88
net196,164.48
u_complementer.Out\[158\],163.98
net540,163.28
u_complementer.Out\[25\],163
clknet_4_7_0_clk,162.52
u_complementer.Out\[152\],161.96
net37,161.92
net491,161.52
net35,160.76
_2495_,160.52
net582,160.46
_2494_,159.09
u_complementer.Out\[72\],157.64
u_complementer.Out\[134\],157.62
net589,157.5
net317,156.35
net647,155.78
u_complementer.Out\[38\],155.48
net610,155.28
net682,154.96
net551,154.82
net641,154.06
net549,154.04
u_complementer.Out\[123\],153.74
clknet_4_13_0_clk,153.68
u_complementer.Out\[9\],153.06
u_complementer.Out\[74\],152.72
u_complementer.Out\[78\],152.72
net512,152.1
net69,151.76
net370,151.44
net242,150.33
net564,149.84
u_complementer.Out\[90\],149.605
u_complementer.Out\[3\],149.6
_0035_,149.59
net678,149.24
u_complementer.Out\[109\],149.11
u_complementer.Out\[128\],148.4
u_complementer.Out\[142\],148.14
net273,147.84
u_complementer.Out\[45\],147.74
_2553_,146.61
_1163_,146.56
u_complementer.Out\[122\],145.8
net586,145.38
u_complementer.Out\[136\],144.65
clknet_4_15_0_clk,144.56
u_complementer.Out\[89\],143.06
net709,142.23
_0335_,140.86
net623,140.8
u_complementer.Out\[0\],140.53
u_stage3_reg.LZA_CNT_in\[6\],140.285
_0050_,140.24
u_complementer.Out\[81\],139.825
_0481_,136.28
u_complementer.Out\[30\],135.6
u_complementer.Out\[65\],135.44
net622,134.52
u_complementer.Out\[73\],134.31
u_stage3_reg.LZA_CNT_in\[2\],133.92
u_stage3_reg.LZA_CNT_in\[11\],133.32
_0328_,132.78
net626,131.26
u_complementer.Out\[4\],131.2
_0894_,131
_1172_,130.92
net710,130.04
net250,130.02
net704,128.47
_0483_,128.46
net706,128.2
net601,128.08
_2756_,127.24
clknet_4_1_0_clk,126.6
_0148_,126.24
_0524_,126.2
u_complementer.Out\[108\],126.17
net595,125.82
_2629_,125.54
_1550_,124.46
u_complementer.Out\[1\],123.695
_0522_,123.58
u_complementer.Out\[82\],123.12
_2045_,123
_1160_,122.9
_1153_,122.82
_1300_,121.72
_0609_,121.42
u_complementer.Out\[32\],120.985
_0046_,120.98
u_complementer.Out\[153\],120.88
_1940_,120.8
u_complementer.Out\[112\],120.32
_2047_,119.74
u_complementer.Out\[49\],119.46
net713,119.33
net703,119.13
u_complementer.Out\[147\],118.64
u_stage3_reg.LZA_CNT_in\[1\],117.16
u_complementer.Out\[160\],116.6
u_complementer.Out\[144\],115.94
u_complementer.Out\[111\],115.51
u_complementer.Out\[93\],113.76
u_complementer.Out\[50\],113.555
_1683_,113.46
u_complementer.Out\[140\],113.36
_1445_,112.8
_1156_,112.72
net669,112.68
_0056_,112.64
u_complementer.Out\[130\],112.005
_1695_,111.69
u_complementer.Out\[91\],111.32
_2694_,111.06
net232,110.92
net460,110.54
u_complementer.Out\[42\],110.28
_0419_,109.38
_1698_,108.68
_1680_,106.7
_1159_,105.38
u_complementer.Out\[161\],105.36
u_complementer.Out\[84\],105.36
_2655_,104.76
_2491_,104.6
_1801_,103.86
net561,103.5
_1154_,101.56
net79,101.48
_0420_,101.12
_0655_,100.26
_0647_,100.1
_2691_,99.12
u_complementer.Out\[102\],97.64
_0783_,97.36
_0000_,97.2
_0468_,97.08
_2678_,96.52
u_complementer.Out\[105\],94.2
u_complementer.Out\[106\],93.54
net708,93.395
_2493_,93.36
_0643_,93.26
u_complementer.Out\[79\],93.16
_1047_,92.72
_2453_,92.7
u_complementer.Out\[26\],92.68
u_complementer.Out\[69\],91.38
_1155_,91.2
u_complementer.Out\[36\],91.085
_2660_,90.96
u_complementer.Out\[70\],90.74
_1662_,90.64
u_complementer.Out\[37\],90.52
_0755_,89.98
net715,89.41
u_complementer.Out\[154\],89.38
u_complementer.Out\[71\],88.54
_1157_,88.26
_0657_,88.1
_1056_,88.06
u_complementer.Out\[68\],87.72
net707,87.29
u_complementer.Out\[94\],86.62
_2700_,86.2
_2647_,86.12
_2705_,85.84
u_complementer.Out\[39\],85.4
_2532_,85.04
_1684_,84.9
_2661_,84.9
_1158_,84.66
u_complementer.Out\[141\],84.48
_1689_,84.34
u_complementer.Out\[83\],84.325
_0969_,84.02
_1175_,83.26
_2584_,82.56
u_complementer.Out\[88\],82.54
u_complementer.Out\[11\],82.28
_2579_,81.23
_1687_,81.18
_1161_,81.08
_1686_,80.72
u_complementer.Out\[131\],80.26
_1180_,80.2
_1148_,80.1
_0474_,79.93
_0882_,79.7
u_complementer.Out\[117\],79.64
_2653_,79.58
u_complementer.Out\[132\],79.26
_1043_,78.66
u_complementer.Out\[156\],78.08
_1066_,77.9
_0713_,77.86
net525,77.48
_1979_,76.96
_0310_,76.64
_2639_,76.06
u_complementer.Out\[76\],75.54
_2533_,75.38
_0598_,73.74
_2758_,73.71
_1701_,73.56
_0726_,73.1
_2525_,73.05
u_complementer.Out\[97\],72.24
net724,72.22
_1065_,71.92
_1420_,70.98
u_complementer.Out\[127\],70.34
_0703_,70.14
u_complementer.Out\[46\],69.8
_0369_,68.66
u_complementer.Out\[55\],67.665
_2371_,67.56
_2290_,67.48
u_complementer.Out\[87\],67.48
u_complementer.Out\[18\],66.48
net693,66.44
_2580_,66.06
_0800_,66.02
_2581_,65.84
_2554_,65.8
_0368_,65.78
u_complementer.Out\[115\],65.72
_1249_,65.66
u_complementer.Out\[63\],65.48
_1016_,65.02
u_complementer.Out\[75\],64.8
_1802_,64.66
_0210_,64.105
_1247_,63.8
net179,63.7
_1823_,63.26
_2419_,63.085
_2417_,62.56
u_complementer.Out\[17\],62.26
_0421_,62.15
_0425_,61.95
_2327_,61.68
_2490_,61.54
_1150_,60.3
_0964_,59.68
_2489_,59.65
_0361_,58.98
_1039_,58.98
u_stage3_reg.LZA_CNT_in\[9\],58.94
u_complementer.Out\[107\],58.68
_1834_,58.34
_1824_,57.92
_0501_,57.84
_0710_,57.705
u_complementer.Out\[19\],57.32
_0030_,57.24
u_complementer.Out\[47\],56.96
u_complementer.Out\[5\],56.82
_0214_,56.64
_2133_,56.485
_0672_,56.2
_0032_,56.06
_1755_,55.6
_2321_,55.54
_1597_,55.12
u_complementer.Out\[116\],54.6
_1672_,54.36
_0146_,54.22
u_complementer.Out\[66\],54.08
_1102_,53.84
_1942_,53.8
_2134_,53.68
_0196_,53.15
_0706_,53.15
_1128_,53
_2302_,52.88
_2358_,52.6
_2677_,52.56
_1459_,52.1
u_complementer.Out\[2\],51.98
u_complementer.Out\[41\],51.98
u_complementer.Out\[133\],51.91
_1821_,51.9
_1240_,51.54
_1660_,51.46
_0791_,51.405
_1164_,51.4
u_complementer.Out\[16\],51.32
_2465_,51.14
u_complementer.Out\[24\],50.98
u_complementer.Out\[53\],50.84
u_complementer.Out\[48\],50.74
_0958_,49.83
_1914_,49.64
_2366_,48.94
_0574_,48.86
u_complementer.Out\[28\],48.33
u_complementer.Out\[54\],48.22
_0472_,48
_1018_,47.66
_2462_,47.56
u_complementer.Out\[150\],47.42
_2440_,47.3
_2463_,47.02
_2773_,46.81
_1514_,46.44
_2461_,45.98
_1830_,45.5
u_complementer.Out\[10\],45.44
_2460_,45
_0486_,44.84
_2365_,44.77
_1110_,44.51
_1149_,44.48
net712,44.47
u_complementer.Out\[6\],44.415
u_complementer.Out\[61\],44.34
u_complementer.Out\[27\],44.26
u_complementer.Out\[44\],44.26
_1448_,44
_2664_,43.83
_2420_,43.64
_1418_,43.52
_1829_,43.24
_1499_,43.08
_0537_,43.01
_1020_,42.98
_0689_,42.91
_0308_,42.54
u_complementer.Out\[52\],42
_2780_,41.96
_0851_,41.86
u_complementer.Out\[12\],41.76
u_complementer.Out\[98\],41.72
u_complementer.Out\[148\],41.44
_1577_,41.18
u_complementer.Out\[59\],40.9
_1542_,40.66
_0671_,40.5
_1692_,40.22
_0108_,40.025
_2575_,40.02
_1725_,40
_0825_,39.76
u_complementer.Out\[129\],39.5
_1809_,39.35
_2781_,39.32
u_complementer.Out\[114\],39.2
u_complementer.Out\[103\],39.185
u_complementer.Out\[145\],39.18
_1804_,38.98
_1928_,38.8
_0920_,38.68
_0723_,38.52
u_complementer.Out\[7\],38.42
_2725_,38.38
_1302_,38.24
_0105_,38
net188,37.92
_2775_,37.9
net716,37.85
_0439_,37.485
_0786_,37.28
_1636_,37.28
_2686_,37.14
_1722_,37.1
_1762_,37.05
u_complementer.Out\[146\],36.98
_2783_,36.94
u_complementer.Out\[43\],36.84
_1564_,36.58
_2414_,36.56
_2150_,36.44
_2424_,36.06
_0507_,35.96
_0781_,35.86
_1831_,35.76
_1785_,35.72
_0380_,35.715
_1303_,35.61
_0684_,35.54
_0941_,35.3
_1271_,35.175
_1575_,35.12
u_complementer.Out\[101\],35.1
_2434_,35.04
_2351_,34.88
_1582_,34.86
_0702_,34.82
_1165_,34.74
_0083_,34.7
_2373_,34.5
_0817_,34.48
_2416_,34.36
Aligned_C_s2[147],34.31
_0490_,34.18
_0624_,34.18
_1665_,34.1
u_stage3_reg.LZA_CNT_in\[0\],33.88
_1293_,33.83
u_complementer.Out\[13\],33.7
_0700_,33.56
_1123_,33.38
_0401_,33.36
u_complementer.Out\[96\],33.125
_0457_,33.1
_1209_,33.08
_1511_,33.02
_1497_,32.96
_1621_,32.86
_2446_,32.86
_0739_,32.84
u_complementer.Out\[119\],32.8
_1119_,32.78
_0846_,32.72
_1721_,32.57
_1196_,32.56
_0570_,32.52
_0814_,32.32
_2374_,32.32
_0601_,32.31
_0064_,32.24
u_complementer.Out\[15\],32.22
_1816_,32.2
_0244_,32.04
_0290_,31.86
_1540_,31.84
_2668_,31.82
_1206_,31.72
_1490_,31.72
_0344_,31.66
_0473_,31.58
_1479_,31.46
_1751_,31.46
_1502_,31.08
_0725_,30.98
_0701_,30.915
_1907_,30.76
_2049_,30.76
_1668_,30.7
_1717_,30.64
_1758_,30.56
_0529_,30.48
_1571_,30.4
_2405_,30.4
_1493_,30.36
_0184_,30.15
_0417_,30.12
_2768_,30.05
_2427_,30
_1449_,29.875
_1588_,29.8
_0893_,29.78
_0757_,29.7
_0802_,29.52
net290,29.52
Add_Rslt_s3[103],29.44
_1699_,29.36
_1169_,29.34
_0090_,29.28
_0471_,29.22
_0740_,29.14
_1528_,29.02
_0359_,28.9
_2656_,28.86
u_complementer.Out\[124\],28.825
_1768_,28.8
_1992_,28.78
_0747_,28.705
_2432_,28.68
Carry_s2[106],28.56
_1832_,28.545
_1355_,28.53
_1595_,28.53
_1833_,28.52
Add_Rslt_s3[78],28.48
_1060_,28.48
Aligned_C_s2[155],28.46
_0378_,28.42
u_sign_gen.Result_sign\[2\],28.38
_1371_,28.34
_1634_,28.34
_1549_,28.3
_1591_,28.22
_0304_,28.215
_2488_,28.04
_2000_,28
u_complementer.Out\[14\],28
_1667_,27.94
u_complementer.Out\[67\],27.88
_0619_,27.86
_0963_,27.78
_1803_,27.76
_0424_,27.74
_2397_,27.64
_0774_,27.62
_1558_,27.59
_0664_,27.58
_1069_,27.58
_1705_,27.58
_2372_,27.58
_2564_,27.44
u_complementer.Out\[51\],27.44
Add_Rslt_s3[90],27.41
_0309_,27.4
u_complementer.Out\[58\],27.4
_1644_,27.33
_1566_,27.3
_1188_,27.17
u_complementer.Out\[8\],27.17
_1372_,26.98
Carry_s2[67],26.96
_0917_,26.96
_2415_,26.88
_0477_,26.86
_1103_,26.86
Add_Rslt_s3[46],26.82
_1554_,26.78
_0015_,26.74
_0024_,26.7
_2202_,26.7
_2299_,26.68
_2719_,26.64
_1134_,26.6
_2015_,26.6
_1596_,26.44
_0321_,26.32
_0809_,26.22
_1912_,26.2
Carry_s2[98],26.19
_1656_,26.18
u_complementer.Out\[35\],26.125
_2450_,25.96
Sum_s2[79],25.95
_1808_,25.94
_2289_,25.94
_1063_,25.9
_1632_,25.86
_0157_,25.82
_0227_,25.78
Aligned_C_s2[9],25.61
_1560_,25.6
_1799_,25.48
_2338_,25.44
_1993_,25.42
_0152_,25.38
_2537_,25.38
_2081_,25.36
_1106_,25.26
_1734_,25.26
_1263_,25.22
_1655_,25.17
_0455_,25.14
Aligned_C_s2[54],25.12
_1520_,25.115
_0566_,25.11
Sum_s2[85],25.1
_1504_,25.06
_2022_,25.04
_2632_,24.965
_0766_,24.92
_1693_,24.92
_2306_,24.78
_1174_,24.76
_0944_,24.74
u_stage3_reg.LZA_CNT_in\[5\],24.74
Add_Rslt_s3[27],24.68
_0088_,24.66
u_complementer.Out\[85\],24.6
Sum_s2[84],24.58
_1545_,24.58
_1812_,24.56
_0262_,24.48
_0346_,24.42
_1624_,24.41
_1182_,24.4
_0764_,24.395
_2287_,24.38
u_complementer.Out\[113\],24.36
_2673_,24.3
_0386_,24.28
_0606_,24.28
_1731_,24.26
_2634_,24.26
_0154_,24.14
_0834_,24.14
_2213_,24.14
_2263_,24.11
_1343_,24.07
_2630_,24.04
_1505_,24.02
_2260_,24.02
_1441_,23.93
_0813_,23.88
_2443_,23.84
_2218_,23.82
_2406_,23.82
_1450_,23.815
_0394_,23.78
_1438_,23.75
_0520_,23.72
_1704_,23.69
_2342_,23.68
_2359_,23.68
_2658_,23.615
_0591_,23.58
_1748_,23.56
_1517_,23.5
_0065_,23.44
_0626_,23.44
_1763_,23.405
_1789_,23.36
_1201_,23.34
_2598_,23.34
_1775_,23.32
_0016_,23.24
_1578_,23.15
_1639_,23.14
_1048_,23.04
_1608_,23.04
Carry_s2[126],22.99
_1726_,22.98
_0410_,22.975
_0921_,22.9
_0175_,22.86
_0264_,22.86
_0753_,22.84
_0692_,22.82
_1467_,22.8
_0696_,22.78
Add_Rslt_s3[51],22.75
_1568_,22.7
_0339_,22.61
u_complementer.Out\[135\],22.58
Carry_s2[147],22.46
_1962_,22.46
_0145_,22.42
_1193_,22.42
_2642_,22.4
_0816_,22.34
u_complementer.Out\[60\],22.28
_0599_,22.22
_1478_,22.22
_0502_,22.18
_2265_,22.18
_2328_,22.18
_0687_,22.17
_0402_,22.16
_0329_,22.14
_1067_,22.11
_0352_,22.1
_0685_,22.06
_0704_,22.04
_0280_,22
_0945_,21.995
Sum_s2[160],21.97
_0140_,21.965
net402,21.96
_1718_,21.92
_1118_,21.9
_0990_,21.885
_0668_,21.88
_1537_,21.865
_1714_,21.82
_2449_,21.82
_1203_,21.8
_0311_,21.78
u_complementer.Out\[143\],21.78
_0446_,21.76
_1433_,21.755
_1166_,21.7
_0445_,21.68
_0162_,21.66
_0847_,21.66
_0399_,21.655
_1827_,21.65
_0130_,21.64
_2423_,21.62
_2720_,21.62
_1003_,21.6
_1844_,21.54
_1167_,21.52
_0077_,21.51
_0617_,21.5
_1525_,21.5
_0742_,21.46
_2356_,21.46
_0729_,21.42
u_complementer.Out\[100\],21.4
_1330_,21.39
_0163_,21.38
_2620_,21.34
_0629_,21.32
_1642_,21.3
_1805_,21.295
_0634_,21.27
_1231_,21.2
_1463_,21.2
_2436_,21.2
_1664_,21.16
_1466_,21.12
u_complementer.Out\[23\],21.12
_0236_,21.08
_2037_,21.06
_0134_,21.04
_1623_,21.02
_2357_,21.02
_1130_,21.005
_0947_,20.92
_1309_,20.91
_0505_,20.9
_1283_,20.895
_0074_,20.84
Carry_s2[55],20.81
_2788_,20.78
_0581_,20.76
_1882_,20.74
_1795_,20.72
_0080_,20.7
_1826_,20.695
_2451_,20.68
_0615_,20.64
Aligned_C_s2[91],20.6
_1822_,20.58
_2444_,20.58
_0297_,20.57
_2408_,20.57
_1614_,20.52
_1840_,20.52
_1708_,20.5
Carry_s2[114],20.48
_0027_,20.46
_1618_,20.44
_0051_,20.42
_1337_,20.42
_1679_,20.42
_0936_,20.38
_2590_,20.34
_0803_,20.31
_1482_,20.3
_0557_,20.26
net735,20.22
_1280_,20.2
_2088_,20.16
_0442_,20.12
_1025_,20.12
_1458_,20.1
_2637_,20.1
u_complementer.Out\[64\],20.1
_0164_,20.08
_1081_,20.08
_1735_,20.08
_0039_,20.06
_1050_,20.06
_0535_,20.04
_1854_,20.04
_0994_,20
_1555_,19.94
_1817_,19.935
Add_Rslt_s3[72],19.93
_2577_,19.905
_1857_,19.89
_0653_,19.88
_1406_,19.88
_2209_,19.875
_1446_,19.84
Carry_s2[107],19.83
_1464_,19.8
_2633_,19.8
_1744_,19.775
_0298_,19.76
_1232_,19.76
_1766_,19.76
_1512_,19.74
_2413_,19.74
_2507_,19.72
_1454_,19.7
_0047_,19.68
_0202_,19.66
_0434_,19.66
_2717_,19.64
_1728_,19.62
_0789_,19.58
_0350_,19.56
_1548_,19.54
_0305_,19.52
_0242_,19.5
