net,length_um
net370,619.88
net652,619.36
net183,616.66
net338,613.175
net59,610.92
net209,610.715
net698,609.08
net291,608.86
net531,608.47
net624,608.04
net601,607.64
net322,607.38
net212,606.85
net147,604.3
net646,603.66
net142,603.26
net622,602.425
net638,596.02
net503,594.88
net293,593.3
net495,593
net278,592.8
net57,592.24
net426,591.9
net438,588.3
net285,587.98
net543,587.2
net425,586.52
net227,586.16
net421,585.78
net684,585.63
net294,585.61
net296,585.06
_3015_,585.05
net50,584.36
net392,583.42
net99,582.46
net610,581.42
net26,580.24
net247,580.195
net662,579
net213,578.94
net598,578.66
net691,578.22
net36,577.76
net636,577.29
_3135_,576.48
net287,576.42
net33,574.88
net615,573.62
net352,572.74
net243,572.2
net76,571.775
net317,571.38
net693,571.12
net621,571.06
net484,570.84
net685,569.64
net609,569.46
net146,568.82
net275,568.46
net279,567.68
net272,566.18
net68,565.16
net218,565.04
net66,564.88
net329,564.28
net673,564.1
net485,562.28
net452,561.5
net626,559.92
net96,554.7
net650,554.515
net645,554.46
net429,553.59
net574,552.52
net281,551.52
net434,548.28
net696,547.29
net676,546.74
net581,545.68
net711,545.47
net630,545.28
net631,544.14
net656,544
net61,543.4
net702,543.24
net325,543.14
net634,542.9
net629,542.88
net413,542.34
net447,541.76
net700,537.6
net502,536.7
net464,534.54
_2896_,534.29
net457,533.94
net674,531.44
net357,531.08
net681,527.88
net383,527.62
net554,526.58
net603,526.48
net478,525.52
net305,525.205
net402,524.06
net276,523.2
net173,519.82
net388,519.72
net376,519.02
net446,518.72
net43,518.14
net532,517.94
net396,516.76
net328,516.52
net283,513.88
net91,513.24
net694,513.12
net261,513.02
net542,510.78
net683,510.36
net519,510.3
net441,509.8
net332,508.54
net551,507.32
net508,506.1
net158,505.28
net496,505.28
net721,505.2
net40,505.04
net582,503.58
net202,502.52
net134,502.44
net386,502.18
net58,500.84
net723,500.36
net704,499.4
net614,498.92
net290,498.2
net418,495.4
net556,494.48
net151,493.68
net265,493.52
net15,493.2
net35,492.96
net537,491.56
net444,491.14
net563,490.4
net407,490.26
net86,489.9
net46,489.88
net72,489.76
net451,489.16
net300,489
net225,488.46
net171,487.04
net148,486.9
net280,486.76
net527,486.66
net605,486.24
net112,485.36
net493,485.32
net511,485.1
net538,484.64
net619,484.2
_2749_,483.27
_3370_,482.86
net372,482.02
net30,481.12
net654,480.04
net219,479.36
net274,479.06
net565,478.46
net713,477.22
net490,476.74
net555,476.28
net589,475.44
net583,475.14
net661,474.7
net342,474.62
net718,472.98
net164,472.68
net722,471.39
net157,471.24
net28,470.32
net476,470.24
net31,469.92
net4,468.92
net150,467.86
net520,466.42
net311,464
_3022_,463.36
net48,459.32
net315,459.32
net599,456.52
_2963_,455.82
net380,454.64
net541,454.22
net8,451.14
net12,449.96
net465,449.24
net600,447.58
net369,445.7
net284,445.46
net188,445.04
net245,445
net558,444.34
net193,443.64
net184,443.31
net323,442.86
net533,441.16
net269,437.9
net282,432.28
net172,430.08
net639,430.04
_3238_,429.49
net576,428.56
net620,428
net628,423.66
net637,423.3
_2894_,422.64
_2990_,422.03
net682,420.12
net229,420.02
_3145_,418.47
net514,416.52
net602,415.56
net613,411.5
net238,410.64
net627,410.2
net618,409.02
net106,408.68
net320,406.24
net544,405.98
_0027_,405.79
_2532_,402.38
net617,402.38
net623,401.46
net719,399.54
_1167_,398.85
net235,395.76
net390,395.58
net347,392.58
_2609_,389.93
net585,387.94
net233,387.8
net345,385.18
_1173_,384.44
net507,383.3
net354,382
_3013_,378.24
net130,378.18
net512,374.88
net460,374.42
net361,373.97
net136,372.66
net547,372.24
net242,365.68
_2922_,364.82
net379,364.48
_2938_,361.4
_1740_,360.14
net5,356.94
net339,356.08
net597,355.56
_3012_,355.53
net104,354.34
_1180_,353.18
_2943_,352.4
net717,352.36
net516,351.02
net572,350.02
net226,348.9
net133,346.04
_3010_,345.1
net174,340.98
net115,340.62
_3151_,340.07
_2366_,339.125
net455,338.44
_3000_,336.48
net39,336.18
_2451_,333.46
net27,331.26
_2885_,330.33
_3338_,329.545
_0628_,323.55
net254,322.44
net98,322.28
net90,321.82
_1165_,321.68
net462,314.4
net70,313.04
_1141_,307.36
_1156_,303.83
net208,303.1
_2984_,300.14
_3106_,298.94
net38,295.92
_3017_,295.385
_0044_,295
_2947_,287.84
net103,284.14
net632,283.1
_0029_,282.81
_1049_,281.385
net486,280.52
_1176_,279.72
net79,279.5
net9,276.88
net506,274
_2558_,273.6
_1122_,273.235
_0936_,271.935
_1888_,269.44
net655,266.78
_2981_,264.16
_2794_,263.46
_3011_,261.87
_0958_,261.84
_1434_,261.36
_1436_,260.38
_3164_,259.92
_1150_,259.72
net499,258.32
_3149_,258.125
_0039_,257.88
_0530_,257.74
_2580_,257.3
_0155_,253.9
_3409_,252.84
_0036_,252.15
_3027_,251.64
net567,250.68
_3129_,250.42
_2877_,250.26
_1606_,249.57
_0531_,248.87
_0391_,248.73
net549,248
_3126_,245.23
_2881_,245.215
_2956_,245.21
_1510_,244.735
_0509_,244.41
net97,244.28
_3187_,243.77
_0392_,242.54
_3184_,242.48
_2622_,242.06
_0645_,237.67
_1507_,237.005
_0218_,236.6
_2857_,236.07
_2834_,234.3
_3037_,233.8
_1333_,231.28
_0206_,230.89
_1490_,229.665
_1493_,229.095
_0631_,226.675
_0046_,225.74
_2067_,223.68
net553,223.32
_0240_,221.885
_1294_,221.83
_0269_,221.6
_2869_,221.07
_0344_,220.8
_2611_,220.78
_1096_,219.59
_1084_,219.5
_1177_,218.98
_2965_,218.19
_3162_,217.96
_0015_,217.73
_2222_,217.62
_1055_,217.28
net138,216.84
_0534_,215.88
_2836_,215.74
_1056_,215.36
_3408_,214.71
_3077_,214.55
_1060_,214.52
_1121_,213.59
_1095_,210.81
_3385_,210.62
net587,209.92
net6,209.42
_2529_,209
_1654_,208.95
_3306_,208.48
_1291_,207.72
_2862_,205.96
net84,205.76
_1699_,205
_3016_,204.4
_1145_,204.12
_2209_,203.85
_0034_,203.67
_3165_,203.52
_3127_,203.25
_2997_,202.84
net483,202.56
_0957_,202.5
net472,201.98
net501,201.78
_0156_,201.74
net497,200.84
_0345_,200.43
_3307_,198.78
_0769_,198.71
_1313_,197.97
_0054_,197.58
_3326_,196.01
_1057_,195.89
net21,195.78
_1471_,195.285
_0348_,194.6
_2900_,193.36
_0209_,192.34
_0437_,192.295
_1622_,192.27
net562,191.88
_0604_,191.27
_2960_,191.18
_3120_,190.79
_0713_,190.78
_0567_,190.58
_1110_,190.41
_1047_,190.34
_0055_,189.19
_1854_,187.9
_3362_,187.88
_1634_,186.98
_0047_,186.86
_0028_,186.52
_1455_,186.32
_2555_,186.16
_0347_,186.08
_1135_,185.93
_0056_,184.71
_3157_,184.255
net207,183.82
_3368_,182.81
_2976_,182.71
_1692_,182.42
_1114_,182.135
_3371_,182.09
_1285_,181.91
_3039_,181.32
net593,180.4
_3158_,179.99
_3121_,179.98
_3202_,179.63
_3032_,179.39
net69,179.1
_1617_,178.96
_0646_,178.75
net566,178.48
_2973_,177.98
_0211_,177.4
_0227_,176.785
_1302_,176.09
_2197_,175.775
_1125_,175.74
_3316_,175.69
_2979_,175.68
_2865_,175.52
_1211_,174.83
_1322_,174.7
_3029_,173.84
_0404_,173.02
_3150_,172.98
_1456_,172.72
_0121_,172.55
_1113_,172.39
_0081_,172.36
_2994_,172.34
net155,171.82
_0160_,171.62
_1670_,171.055
_3014_,170.99
net595,170.68
_0243_,170.11
_1774_,169.88
_0116_,169.64
_0320_,169.64
_0157_,169.62
_1825_,169.11
_0024_,169
_1120_,168.63
_0019_,168.33
_1752_,168.25
_0436_,168.045
_3321_,167.6
_2723_,167.54
_1365_,167.27
_1109_,167.11
_1833_,166.76
_3279_,166.73
_1048_,166.09
_1063_,165.99
net505,165.5
_3374_,165.09
_1297_,164.75
_2500_,164.66
net25,163.78
_1065_,162.77
_0032_,162.625
_1604_,162.51
_0022_,162.085
_1131_,160.91
_3112_,160.88
_1608_,160.555
_3372_,160.515
_0009_,160.465
_1550_,159.9
_3397_,159.375
_1771_,159.02
_2178_,158.68
_1052_,158.235
_3386_,158.19
_3395_,158.19
_0025_,157.97
_1362_,157.85
_0333_,157.76
_0832_,157.52
_1546_,157.32
_3020_,156.9
_1828_,156.28
_3160_,156.14
_1134_,156.11
_3033_,155.765
_3376_,155.44
net492,155.3
_1601_,154.97
_1757_,154.93
_1479_,154.9
_0153_,153.42
_1698_,153.41
_1317_,153
_2120_,152.96
_3246_,152.19
_1472_,152.17
_3387_,152.17
_2298_,152.1
_3375_,151.5
_1137_,151.4
_2028_,151.26
_3198_,151.08
_1786_,150.84
_0045_,150.83
_1364_,150.73
_1834_,149.815
_1466_,149.54
_1361_,149.535
_1247_,148.84
_1612_,148.55
_1301_,148.285
_1630_,148.16
_0267_,147.57
_3190_,146.97
_1764_,146.9
_2418_,146.44
_0193_,145.83
_2903_,145.62
_1138_,144.89
_1739_,144.66
_1463_,144.355
_1446_,144.32
_3123_,144.2
_3365_,143.65
_0210_,143.45
_1140_,142.62
_1997_,141.58
_3272_,141.58
_3122_,141.1
_3038_,140.635
_0536_,140.285
_1257_,139.82
_1697_,139.51
_3334_,138.84
_0866_,138.64
_1936_,138.09
_1647_,137.15
_1659_,136.725
_3276_,136.69
_0040_,136.505
_0258_,136.3
_3034_,136.29
_0514_,136.02
_0865_,135.18
_3255_,134.735
_1053_,134.59
_3275_,134.39
_1212_,134.32
_3183_,134.31
_3250_,134.02
_0225_,134.01
_0311_,133.27
_0048_,133.225
_0481_,133.055
_2273_,132.92
_1485_,132.835
_1716_,132.56
_1477_,132.51
_1846_,132.46
_0033_,131.82
_0577_,130.64
_3296_,130.64
_3024_,130.48
_1816_,130.42
_2179_,130
_1614_,129.7
_1639_,129.3
_1657_,128.64
_3025_,128.25
_0031_,127.72
_2134_,127.54
_0388_,127.25
net482,127.02
_2829_,126.99
_1363_,126.95
_0303_,126.585
_3031_,126.13
_1560_,126.09
_1337_,125.77
_1842_,125.74
_2109_,125.515
_1629_,125.48
_0319_,125.07
_2122_,124.865
_0517_,124.76
_1736_,124.38
_3221_,123.715
_1596_,123.495
_0380_,123.42
_3297_,122.9
_1705_,122.66
_3251_,122.42
_0566_,122.38
_2741_,122.05
_2796_,121.96
_1824_,121.88
net56,121.88
_2259_,121.8
_3289_,121.76
_2475_,121.46
_1351_,121.29
net498,120.9
_0135_,120.74
_0975_,120.62
_2448_,120.34
_0579_,119.99
_0244_,119.98
_2462_,119.85
_2795_,119.58
_1308_,119.28
_1209_,119.22
_0528_,119.055
_0057_,118.555
_1518_,118.52
net139,117.82
_0827_,117.65
_0367_,117.27
_1748_,116.94
_1558_,116.84
_0492_,116.455
_1730_,115.98
_1066_,115.615
_0358_,115.54
_0569_,115.26
_0945_,115.075
_3337_,114.88
_0966_,114.56
_3131_,114.51
_2282_,114.24
_3393_,114.24
_0809_,114.16
_1829_,114.14
_1310_,114.07
_2012_,113.97
_0000_,113.49
_0564_,113.36
net443,112
_0736_,111.68
_3028_,111.115
_2463_,110.94
_1710_,110.815
_1223_,110.78
_1856_,110.78
_2139_,110.07
_0458_,109.86
_0488_,109.84
_1835_,109.8
_1624_,109.64
_3036_,109.22
_3147_,108.895
_1352_,108.8
_0402_,108.52
_1693_,108.52
_1801_,108.52
_0351_,108.47
_2293_,108.46
_1316_,107.58
_1966_,107.48
_2433_,107.4
_1811_,107.14
_0979_,106.95
_0818_,106.61
_1358_,106.5
_2504_,106.34
_2633_,106.255
_1726_,106.11
_2159_,105.845
_1696_,105.34
_3186_,105.24
_0245_,104.94
_2439_,104.94
_2503_,104.93
net453,104.88
_1618_,104.81
_1022_,104.29
_1112_,104.22
_1244_,104.09
net456,103.72
_1347_,103.64
_1628_,103.175
_1600_,102.93
_0382_,102.675
_2022_,102.5
_0758_,102.26
_1625_,102.08
_0007_,102.04
_1119_,101.98
_1544_,101.94
_0317_,101.7
net153,101.64
_1727_,101.47
_0850_,101.26
_2026_,101.14
_3378_,100.76
_1118_,100.39
_0052_,100.34
_1609_,100.19
net141,100.14
_3286_,100.1
_2039_,99.82
_2343_,99.75
_3348_,99.72
_1451_,99.5
_0038_,99.47
_2874_,99.46
_2407_,99.08
_2032_,98.915
_1689_,98.8
_1718_,98.4
_0635_,98.38
_0335_,98.26
_3317_,98.25
_0831_,97.95
_3155_,97.87
_0986_,97.71
_1595_,97.09
_1349_,96.82
_1030_,96.8
_0775_,96.39
_0996_,95.96
_0759_,95.94
_2841_,95.66
_2086_,95.54
_2388_,95.44
_0633_,95.33
_3373_,95.24
_1190_,95.01
_1146_,94.87
_2217_,94.77
_0700_,94.67
_2872_,94.62
_2129_,93.84
_1712_,93.72
_2606_,93.64
_3264_,93.56
_0494_,93.47
_3301_,93.38
_2157_,93.14
_0680_,92.88
_2569_,92.86
_0106_,92.66
_0455_,92.52
_1046_,92.38
_3252_,92.32
_0043_,92.25
net523,92.22
_2798_,92.04
net606,91.84
_0114_,91.72
_0597_,91.58
_3262_,91.56
_0798_,91.44
_2244_,91.34
_3345_,91.32
_0610_,91.24
_1128_,91.17
_1880_,91.14
_0454_,91.03
_1336_,90.93
net448,90.74
_0602_,90.66
_2070_,90.4
_1917_,90.32
_0851_,90.29
_2570_,90.045
_0570_,89.86
_0616_,89.8
_1014_,89.54
net454,89.36
_0070_,89.27
_3008_,89.035
_2498_,89.01
_2830_,88.84
_0255_,88.6
_0149_,88.15
_0361_,88.02
_0445_,87.995
_0280_,87.94
_2583_,87.86
_0614_,87.75
_3360_,87.74
_2646_,87.42
_0803_,87.22
_1708_,87.14
_0659_,86.36
_2142_,85.88
_1894_,85.86
_2899_,85.59
_0192_,85.14
_0242_,84.94
_0324_,84.92
_3384_,84.915
_1823_,84.9
_2564_,84.66
_0264_,84.55
_1703_,84.53
_1751_,84.44
_0887_,84.38
_0302_,84.36
_2080_,83.94
_1707_,83.6
_2340_,83.495
_2399_,83.41
_0339_,82.735
_3274_,82.7
_2031_,82.38
_1750_,82.14
_2709_,81.66
_0447_,81.62
_0706_,81.525
_0253_,81.5
_0624_,81.39
_1594_,81.24
_0565_,81.22
_0379_,81.1
_3007_,81.05
_1949_,80.99
_0163_,80.6
_0730_,80.04
_3323_,79.98
_3336_,79.97
_1959_,79.84
_2149_,79.7
_0051_,79.075
_0694_,78.97
_1397_,78.66
_1005_,78.45
_0766_,78.32
_2525_,78.22
_3148_,78.16
_0521_,78.12
_0854_,78.075
_3102_,77.9
_0787_,77.84
_0864_,77.82
_0552_,77.805
_2303_,77.64
_0140_,77.53
_0246_,77.38
_2350_,77.38
_1984_,77.34
_3005_,77.22
_1749_,77.205
_2478_,76.98
_3199_,76.81
_2016_,76.785
_0812_,76.62
_2788_,76.48
_0654_,76.42
_3277_,76.42
_0383_,76.38
_2799_,76.38
_1103_,76.26
_1359_,76.1
_2456_,76.1
_3312_,76.04
_0641_,75.92
_2308_,75.64
_2188_,75.52
_0338_,75.41
_3278_,75.35
_3061_,74.97
_0364_,74.88
_2544_,74.88
_0830_,74.78
_0618_,74.745
_1603_,74.6
_0576_,74.44
_2301_,74.42
_2427_,74.36
_2488_,74.25
_0017_,74.1
_0792_,74.1
_0920_,74.04
_0462_,74.03
_1488_,73.68
_0956_,73.61
_0757_,73.54
_0482_,73.32
_0687_,73.265
_0556_,73.12
_0876_,73.01
_3195_,72.86
_2211_,72.69
_0412_,72.63
_3308_,72.59
_1933_,72.58
_2831_,71.86
_1127_,71.82
net510,71.54
_0512_,71.18
_3332_,71.18
_1627_,71.125
_0224_,71.12
_3349_,71
_3181_,70.82
net524,70.76
_2193_,70.7
_3331_,70.37
_2116_,70.36
_2020_,70.34
_2614_,70.29
_3295_,70.06
_2265_,70.02
_1620_,69.98
_0042_,69.56
_1852_,69.44
_2635_,69.01
_1723_,68.98
_1616_,68.8
_2166_,68.79
_1821_,68.67
_0451_,68.66
_0711_,68.62
_3240_,68.36
_2316_,68.22
_0459_,68.2
_2332_,68.2
_0050_,68.04
_2202_,68.04
_3355_,68.04
net32,67.84
_0543_,67.7
_2163_,67.61
_0835_,67.5
_1674_,67.23
_0948_,67.1
_1489_,67.09
_2764_,66.96
_2083_,66.8
_2128_,66.68
_1105_,66.58
_0113_,66.32
_0340_,66.28
_3400_,66.06
_1701_,65.99
_3167_,65.98
_1960_,65.92
_3404_,65.91
_1758_,65.87
_1996_,65.86
_2015_,65.62
_3319_,65.48
_1711_,65.39
_3330_,65.24
_2397_,65.22
_2949_,64.92
_1399_,64.78
_1626_,64.5
_1702_,64.16
_3078_,64.16
_1773_,64.06
_2779_,64.02
_1196_,63.96
_2192_,63.61
_2097_,63.54
_3346_,63.3
_0085_,63.14
_2783_,63.08
_2361_,62.98
_0489_,62.92
_0540_,62.9
_1584_,62.78
_1201_,62.46
_2239_,62.46
_0147_,62.4
_0587_,62.04
_2632_,62.04
net201,62.04
_2536_,61.72
_3294_,61.7
_0141_,61.6
_1044_,61.57
_0291_,61.48
_0546_,61.4
_2158_,61.38
_3081_,61.38
_1924_,61.36
_2390_,61.28
_2019_,61.02
_1199_,60.92
_2090_,60.86
_2321_,60.85
_0868_,60.82
_2370_,60.7
_2672_,60.68
_2096_,60.66
_1599_,60.62
_0842_,60.54
_1952_,60.54
_0743_,60.32
_1943_,60.28
_1732_,60.24
_1800_,60.24
_1745_,60.19
_2553_,60.16
_1955_,60.14
_2270_,60.085
_0581_,60
_1423_,59.96
_2305_,59.96
_2238_,59.85
_3124_,59.58
_2898_,59.48
_2062_,59.33
_2330_,59.27
_3218_,59.18
_2378_,59.08
_0708_,58.84
_1568_,58.81
_0466_,58.63
_1688_,58.5
_0619_,58.48
_2416_,58.4
_1995_,58.36
_1058_,58.33
_2472_,58.28
_2652_,58.14
_1038_,58.1
_3402_,58.06
_1871_,58.02
_2274_,57.98
_2440_,57.905
_2599_,57.84
_0416_,57.76
_2752_,57.38
_2508_,57.32
_3415_,57.3
_3269_,57.11
_0746_,57.09
_1919_,57.06
_0495_,56.68
_0397_,56.6
_3329_,56.48
_3358_,56.435
_0143_,56.36
_2590_,56.23
_3381_,56.16
_0287_,56.12
_0911_,56.01
net432,55.86
_0821_,55.79
_2324_,55.76
_0435_,55.72
_0474_,55.705
_2233_,55.62
_2664_,55.6
_1686_,55.56
_2527_,55.54
_0952_,55.5
_2055_,55.42
_1896_,55.32
net727,55.31
_3203_,55.26
_0780_,55.2
net726,55.04
_1651_,54.94
_3099_,54.94
_0331_,54.76
_1728_,54.76
_2446_,54.53
_2763_,54.44
_0927_,54.38
_1500_,54.245
_2720_,54.22
_3271_,54.06
_0119_,53.88
_2300_,53.8
_1408_,53.78
_2081_,53.78
_3243_,53.54
_2302_,53.3
_2550_,53.06
_0555_,53.01
_2249_,53
_1274_,52.93
_0683_,52.76
_2516_,52.59
_2426_,52.44
_2623_,52.38
_2901_,52.32
_2935_,52.25
_2046_,52.12
_3053_,52.08
net594,52.04
_2319_,52
_2785_,51.96
_2387_,51.82
_1661_,51.72
_2363_,51.72
_3292_,51.56
_2206_,51.54
_0590_,51.5
_2735_,51.5
_3116_,51.235
_2250_,51.2
_1672_,51.16
_0895_,51.01
_2642_,50.91
_2755_,50.76
_2406_,50.72
_1641_,50.64
_0779_,50.4
_1765_,50.34
_2344_,50.31
_0532_,50.24
_2052_,50.12
_1927_,49.94
_2218_,49.9
_0504_,49.88
_3237_,49.88
_2353_,49.82
_1845_,49.7
net108,49.58
_1901_,49.4
_2639_,49.26
_0685_,48.97
_1556_,48.97
_0791_,48.96
_1260_,48.94
_0295_,48.86
_2000_,48.84
_1878_,48.8
_3094_,48.78
_2050_,48.71
net23,48.68
_0703_,48.56
_1948_,48.56
_0067_,48.54
_0731_,48.42
_2480_,48.42
_0826_,48.38
_2596_,48.28
_0871_,48.22
_1480_,48
_0739_,47.9
_0539_,47.86
_0637_,47.64
_2266_,47.62
_2702_,47.6
_0133_,47.49
_2045_,47.44
_3002_,47.335
_2519_,47.28
_1575_,47.22
_0563_,47.16
_3353_,47.14
_3219_,47.06
_0410_,46.86
_0802_,46.86
_0498_,46.78
_2733_,46.52
_2379_,46.46
_2690_,46.4
_2904_,46.34
_2586_,46.28
_2562_,46.2
_1934_,46.18
_1548_,46.12
_1043_,46.1
_0939_,46.07
_2930_,46.06
_1447_,46.02
_1303_,46
_2771_,45.98
_2489_,45.96
_2891_,45.855
_1893_,45.82
_3267_,45.78
_1422_,45.68
_2037_,45.68
_0131_,45.62
_1669_,45.62
_3339_,45.38
_3236_,45.29
_0476_,45.22
_1299_,45.2
_1448_,45.195
_2467_,45.14
_2381_,45.02
_1245_,44.96
_0545_,44.92
_3035_,44.88
_0074_,44.84
_1957_,44.775
_1532_,44.72
_0374_,44.7
_0808_,44.68
_3006_,44.68
_3180_,44.66
_2144_,44.64
_2160_,44.64
_1977_,44.56
_2092_,44.48
_3273_,44.48
_2017_,44.42
_2434_,44.4
_3030_,44.3
_2147_,44.24
_0718_,44.18
_2341_,44.16
_2482_,44.1
_0413_,44.06
_2438_,44
_0177_,43.78
_1478_,43.78
_1534_,43.7
_0262_,43.69
_1222_,43.64
_2479_,43.6
_2714_,43.56
_0296_,43.54
_1767_,43.5
_3352_,43.47
_0365_,43.38
_0065_,43.34
_2093_,43.14
_1413_,43.06
_0682_,43.04
_1088_,43.02
_1954_,43.005
_0644_,42.98
_1566_,42.98
_2010_,42.9
_1874_,42.84
_3363_,42.82
_2533_,42.74
_0191_,42.64
_0662_,42.615
_3141_,42.555
_2610_,42.43
_2802_,42.42
_0586_,42.38
_0083_,42.265
_0360_,42.22
net203,42.22
_0321_,42.19
_2328_,42.16
net559,42.16
_0460_,42.13
_1564_,42.12
_3309_,42.1
_1163_,42.06
_0145_,41.98
_2393_,41.98
_0099_,41.94
_3282_,41.88
_0480_,41.86
_3125_,41.8
_1450_,41.74
_2107_,41.68
_0717_,41.66
_2746_,41.62
_2668_,41.6
_2360_,41.58
_2452_,41.58
_2408_,41.52
_1789_,41.46
_1868_,41.38
_1653_,41.285
_0770_,41.18
_1029_,40.92
_3153_,40.9
net14,40.7
_0797_,40.44
_2604_,40.42
_1646_,40.34
_2060_,40.28
_2174_,40.26
_2995_,40.22
_0749_,40.2
_2455_,40.155
_0196_,40.08
_2681_,40.08
_1769_,40.04
_1678_,40
_0849_,39.99
_1815_,39.98
_3051_,39.98
_1813_,39.82
_2398_,39.805
_1263_,39.78
_0675_,39.74
_1089_,39.72
_1920_,39.71
_2683_,39.66
_0501_,39.62
_1387_,39.62
_2640_,39.62
_1582_,39.6
net119,39.36
_0859_,39.26
_2571_,39.255
_0918_,39.15
_3050_,39.08
_2053_,38.87
net64,38.86
_0663_,38.84
net950,38.84
_0123_,38.74
_0478_,38.715
_0464_,38.7
_1766_,38.7
_2088_,38.7
_1332_,38.66
_3283_,38.53
_1839_,38.46
_2014_,38.4
_1978_,38.28
_3341_,38.26
_2104_,38.2
_2182_,38.12
_3019_,38.1
_1680_,38
_0613_,37.82
_0274_,37.78
