net,length_um
u_stage3.Add_Rslt_mag\[79\],59.51
clknet_leaf_36_clk,59.51
_15162_,59.495
net288,59.46
_06887_,59.42
_00895_,59.41
_19778_,59.4
_04262_,59.39
_09567_,59.365
_18334_,59.36
u_stage3.Add_Rslt_mag\[105\],59.36
_16689_,59.34
_08637_,59.32
_02792_,59.295
_19569_,59.26
_06460_,59.24
_15436_,59.24
_16018_,59.22
_17854_,59.22
_19709_,59.2
clknet_leaf_16_clk,59.16
_17787_,59.12
_15676_,59.1
_02826_,59.08
_05925_,59.08
_10320_,59.04
_12229_,59.04
_03393_,58.98
_17261_,58.97
_01513_,58.96
_07828_,58.92
_07967_,58.92
_08343_,58.9
_20669_,58.88
_19676_,58.82
_12630_,58.81
_06199_,58.8
u_stage3.Aligned_C\[51\],58.8
u_stage1.ProdASC_w\[20\],58.78
_16518_,58.76
_13175_,58.72
_03888_,58.68
_11322_,58.665
_09680_,58.66
_08287_,58.645
_06078_,58.64
_18804_,58.64
u_stage1.ProdASC\[0\],58.64
_08980_,58.6
_13350_,58.6
_12050_,58.575
_13391_,58.56
_07332_,58.54
_19626_,58.5
_03311_,58.495
_04202_,58.46
_05194_,58.46
_19796_,58.44
_18999_,58.42
_13610_,58.4
_16572_,58.4
net17,58.4
_20623_,58.36
_15025_,58.35
_05055_,58.32
_20753_,58.32
_15887_,58.3
_15663_,58.26
clknet_leaf_170_clk,58.21
_19121_,58.2
_16353_,58.165
_03031_,58.155
_09223_,58.14
_11349_,58.13
_07608_,58.06
_13864_,58.06
u_stage3.Add_Rslt_mag\[91\],58.06
_20487_,58.02
_12145_,58
_12893_,58
_06376_,57.98
_11311_,57.98
_06017_,57.94
_11646_,57.92
_12969_,57.92
_19719_,57.92
_04780_,57.9
_17830_,57.9
_20103_,57.9
_05810_,57.88
_14699_,57.88
_17444_,57.865
_08074_,57.845
_13577_,57.84
_12872_,57.83
_04765_,57.82
_13270_,57.82
_11400_,57.8
_13317_,57.8
_03824_,57.78
_11930_,57.78
clknet_leaf_31_clk,57.74
net624,57.72
_18786_,57.71
_16283_,57.7
_07190_,57.67
_04779_,57.66
_12852_,57.64
_10121_,57.62
u_stage3.Add_Rslt_mag\[10\],57.6
u_stage3.Sum\[74\],57.6
_12273_,57.58
_13188_,57.58
_17457_,57.58
_00874_,57.54
_13695_,57.54
u_stage3.Add_Rslt_mag\[116\],57.54
u_stage1.Aligned_C\[4\],57.52
_19097_,57.48
_19432_,57.48
_10236_,57.44
_19445_,57.44
_00987_,57.4
_01138_,57.4
_18450_,57.38
_10505_,57.36
u_stage3.Add_Rslt_mag\[122\],57.36
_05731_,57.32
_12859_,57.32
_02349_,57.26
_16762_,57.26
net605,57.18
_08589_,57.16
_14265_,57.16
_18991_,57.16
_04142_,57.145
_20944_,57.1
_07935_,57.04
_08815_,57.02
_12771_,57.02
u_stage1.Aligned_C\[1\],57.02
_18787_,57
_10208_,56.98
_12274_,56.98
u_stage1.Sign_C\[0\],56.98
clknet_leaf_73_clk,56.98
u_stage3.Add_Rslt_s3\[160\],56.965
_06712_,56.92
_20041_,56.92
_07742_,56.9
_04194_,56.88
_06583_,56.86
_07282_,56.86
_20236_,56.86
u_stage1.partial_products_sum_w\[101\],56.86
_15628_,56.85
_02347_,56.84
_15893_,56.84
_19401_,56.84
clknet_leaf_99_clk,56.84
_17522_,56.8
_18933_,56.8
_06366_,56.76
_09541_,56.76
_09552_,56.74
_12944_,56.74
_16613_,56.74
_17795_,56.73
_07033_,56.72
_18994_,56.72
u_stage1.B_reg\[49\],56.72
_20578_,56.7
clknet_leaf_186_clk,56.7
_11744_,56.65
_17147_,56.64
u_stage1.C_reg\[49\],56.625
_13024_,56.62
_12705_,56.58
_06943_,56.56
_16745_,56.56
_18090_,56.56
_16630_,56.54
_19458_,56.54
_06557_,56.52
_07653_,56.5
_09784_,56.5
_01993_,56.48
_09496_,56.48
_19689_,56.48
_19802_,56.48
u_stage1.ProdASC\[18\],56.46
_19612_,56.45
_11578_,56.4
net601,56.4
_04489_,56.39
_10738_,56.36
_13223_,56.36
_12967_,56.34
_04464_,56.32
_13200_,56.32
_17206_,56.32
_09860_,56.29
_18378_,56.28
_04568_,56.22
_11943_,56.2
_10766_,56.18
_12461_,56.18
_05349_,56.16
_18447_,56.14
_17883_,56.08
_10271_,56.06
_05428_,56.04
_13578_,56.04
net296,56.03
_08383_,56.01
_07614_,55.98
_12209_,55.98
_11165_,55.94
clknet_leaf_51_clk,55.94
_18419_,55.92
_19126_,55.92
u_stage3.Add_Rslt_mag\[35\],55.92
u_stage3.Aligned_C\[12\],55.92
u_stage4.MaxExp_s3\[16\],55.92
_12293_,55.91
_11204_,55.9
clknet_leaf_7_clk,55.9
_19505_,55.88
clknet_leaf_129_clk,55.88
_06635_,55.8
_15923_,55.8
_16478_,55.8
net404,55.8
_05705_,55.78
u_stage3.Aligned_C\[41\],55.78
_15648_,55.76
_07399_,55.72
_13160_,55.7
_13043_,55.68
_18133_,55.66
_05537_,55.655
_07609_,55.64
_06016_,55.62
_10397_,55.62
_13605_,55.62
_03503_,55.6
_02625_,55.58
_16939_,55.54
_11533_,55.535
_08425_,55.52
_15646_,55.52
_13274_,55.5
u_stage3.Aligned_C\[35\],55.48
_08201_,55.44
_15649_,55.44
u_stage1.partial_products_sum\[4\],55.44
_19665_,55.43
u_stage1.Aligned_C_w\[15\],55.42
_19182_,55.385
_11603_,55.38
_02729_,55.36
_02865_,55.36
_19048_,55.36
_18493_,55.325
_09014_,55.285
_05770_,55.26
_15644_,55.25
_19440_,55.24
clknet_leaf_69_clk,55.24
_03798_,55.22
_05773_,55.22
_07366_,55.22
_17233_,55.18
_12375_,55.16
_14815_,55.16
_15204_,55.16
_18466_,55.16
u_stage1.B_reg\[51\],55.16
_18355_,55.14
_20567_,55.14
net214,55.14
_09810_,55.1
_19565_,55.1
_10967_,55.08
_12300_,55.08
_09813_,55.06
_19697_,55.03
_10874_,55.02
_12505_,55
_17103_,55
_08003_,54.98
_11979_,54.965
_15222_,54.91
_05236_,54.9
_16430_,54.9
_12063_,54.88
net199,54.88
_07185_,54.86
net225,54.86
_12543_,54.835
_05768_,54.8
_14769_,54.8
_20842_,54.8
u_stage3.Add_Rslt_mag\[87\],54.8
clknet_leaf_5_clk,54.8
clknet_leaf_93_clk,54.8
u_stage1.C_reg\[36\],54.78
_02880_,54.76
_03437_,54.76
_06987_,54.76
_01178_,54.74
_12499_,54.74
_13066_,54.74
_14432_,54.74
_01013_,54.67
_20452_,54.66
_00813_,54.64
_03366_,54.64
_16415_,54.64
u_stage1.Aligned_C_w\[134\],54.64
u_stage3.Aligned_C\[100\],54.64
net316,54.64
_18360_,54.635
_13093_,54.62
_06117_,54.6
net600,54.6
_12311_,54.59
_13507_,54.59
_13665_,54.59
_18817_,54.46
_15630_,54.42
_18801_,54.42
_19751_,54.39
_16413_,54.38
_19254_,54.38
_19683_,54.38
u_stage1.ProdASC_w\[18\],54.36
_02014_,54.355
clknet_leaf_56_clk,54.3
_17447_,54.29
_16180_,54.28
clknet_leaf_157_clk,54.28
_16920_,54.27
_16284_,54.26
_18260_,54.26
_15279_,54.23
_08285_,54.22
net619,54.22
_13250_,54.2
_12896_,54.18
_20735_,54.14
u_stage3.Add_Rslt_mag\[81\],54.14
_07154_,54.1
_11898_,54.08
_16358_,54.08
_18924_,54.08
_16908_,54.075
u_stage1.partial_products_sum_w\[110\],54.06
_18464_,54.05
_05235_,54.025
_17216_,54.02
_18432_,54.02
_19157_,54.02
u_stage3.Add_Rslt_mag\[117\],54
clknet_leaf_141_clk,53.985
_08322_,53.98
_19492_,53.98
u_stage3.Add_Rslt_mag\[100\],53.975
_02271_,53.96
_16753_,53.96
u_stage1.C_reg\[48\],53.96
_02059_,53.92
_07598_,53.9
_16862_,53.86
_18659_,53.86
net309,53.86
_02135_,53.84
_11963_,53.84
_19418_,53.84
u_stage1.Aligned_C\[18\],53.84
net239,53.84
_07084_,53.82
_12694_,53.82
_09777_,53.8
_15037_,53.8
_16398_,53.78
_17227_,53.775
_11597_,53.76
_09530_,53.72
_19556_,53.7
_20372_,53.7
_12846_,53.68
u_stage1.partial_products_sum_w\[0\],53.68
_04161_,53.66
_10079_,53.66
_15476_,53.66
_19614_,53.66
_20028_,53.66
_15641_,53.65
_05924_,53.64
_17221_,53.605
_01860_,53.6
_11655_,53.6
_15060_,53.6
_12508_,53.56
_15639_,53.54
u_stage1.Aligned_C\[100\],53.54
_03402_,53.5
_10984_,53.48
_15540_,53.47
_00926_,53.46
_07966_,53.46
net522,53.46
u_stage1.Aligned_C\[55\],53.42
u_stage4.MaxExp_s3\[19\],53.42
_03305_,53.38
_07951_,53.38
_16466_,53.32
_18993_,53.32
_11892_,53.3
_02282_,53.28
_01370_,53.26
_05251_,53.22
_11544_,53.19
_14538_,53.16
_12286_,53.14
_14321_,53.12
net249,53.12
u_stage1.Aligned_C_w\[158\],53.105
_07010_,53.1
_18386_,53.08
_05545_,53.06
_11091_,53.05
_13159_,53.04
_03496_,53.02
_03656_,53.02
_18041_,53.02
_20551_,53.02
_01156_,53.01
_16062_,53
_18598_,52.98
_12858_,52.97
_19825_,52.96
_13399_,52.94
u_stage3.Aligned_C\[118\],52.92
_16919_,52.9
_11004_,52.88
_13068_,52.875
_10768_,52.86
_12385_,52.86
_19790_,52.84
net614,52.84
_19610_,52.8
_13221_,52.78
_01482_,52.76
u_stage1.Aligned_C\[2\],52.72
_20616_,52.7
u_stage3.Aligned_C\[74\],52.7
_12040_,52.68
_15514_,52.665
_03731_,52.655
_01378_,52.64
_08627_,52.635
_18405_,52.62
_18582_,52.58
_09523_,52.54
u_stage3.Add_Rslt_mag\[86\],52.54
_13237_,52.52
_19618_,52.52
_14974_,52.51
_08184_,52.5
_12356_,52.5
_01368_,52.48
_18279_,52.48
_05316_,52.46
_19428_,52.46
clknet_leaf_42_clk,52.44
_15972_,52.42
_18331_,52.42
_10330_,52.4
_12516_,52.4
_17792_,52.38
net320,52.38
_15109_,52.33
_08630_,52.32
_11173_,52.32
_18790_,52.32
u_stage3.Add_Rslt_mag\[78\],52.32
_11320_,52.3
net443,52.29
net564,52.28
_17935_,52.26
_19008_,52.25
_11711_,52.21
_01516_,52.17
_06141_,52.16
_15886_,52.16
_19613_,52.16
_05679_,52.12
_16473_,52.1
_17204_,52.1
u_stage4.MaxExp_s3\[17\],52.1
_09596_,52.06
_20042_,52.06
_19695_,52.04
_16726_,52.02
u_stage3.Aligned_C\[117\],52.02
_13309_,52.01
net372,52.01
_05058_,52.005
_12535_,52
_16123_,52
_19659_,52
u_stage3.Prec_s3\[1\],52
_13606_,51.94
clknet_leaf_45_clk,51.92
_00684_,51.88
_19555_,51.85
_06888_,51.84
_19013_,51.82
_20447_,51.81
_15922_,51.8
_16693_,51.8
u_stage3.Add_Rslt_mag\[90\],51.8
clknet_leaf_113_clk,51.76
_03139_,51.74
_06417_,51.74
_18909_,51.74
_16771_,51.735
_17188_,51.73
_11714_,51.725
_01321_,51.72
_09449_,51.72
_14249_,51.72
u_stage3.Aligned_C\[94\],51.72
_18454_,51.715
_18414_,51.7
_20764_,51.66
net593,51.66
_03075_,51.625
_11853_,51.62
_15631_,51.62
_20186_,51.6
_19866_,51.59
_18898_,51.58
u_stage3.Add_Rslt_mag\[76\],51.58
net557,51.58
_18941_,51.56
_18757_,51.55
_08812_,51.54
_12763_,51.54
_13678_,51.54
_06805_,51.52
_11218_,51.52
_07922_,51.49
_10128_,51.475
_11647_,51.465
_15820_,51.44
_16885_,51.42
_08391_,51.4
_18836_,51.4
_19691_,51.4
_12802_,51.38
_06514_,51.34
_12667_,51.34
_16103_,51.34
_11820_,51.32
_14466_,51.32
_19062_,51.27
_04872_,51.25
_01945_,51.24
_07698_,51.24
clknet_leaf_29_clk,51.24
_19268_,51.2
u_stage3.Add_Rslt_mag\[37\],51.2
_07411_,51.18
_18363_,51.18
_18759_,51.16
_05784_,51.14
_08505_,51.12
_18286_,51.12
_04699_,51.11
_19608_,51.09
_01625_,51.08
_19728_,51.08
_11351_,51.06
_15352_,51.06
_19487_,51.06
clknet_leaf_94_clk,51.04
_19669_,51.02
u_stage3.Add_Rslt_mag\[107\],50.98
_13146_,50.96
_20827_,50.96
u_stage1.Aligned_C_w\[115\],50.94
net688,50.94
_07969_,50.92
_19501_,50.92
_12192_,50.91
_02815_,50.86
_16043_,50.855
_15918_,50.85
_11949_,50.84
u_stage1.C_reg\[44\],50.84
_08458_,50.8
_17244_,50.8
_18821_,50.8
_07786_,50.78
_09614_,50.75
_01011_,50.74
_15027_,50.7
_11314_,50.68
_17118_,50.68
clknet_leaf_119_clk,50.66
_10936_,50.62
_20426_,50.61
_11862_,50.6
_12235_,50.6
_12951_,50.58
_14456_,50.58
clknet_leaf_108_clk,50.58
_05564_,50.56
_08058_,50.56
_16431_,50.54
_19120_,50.54
_15073_,50.53
u_stage1.C_reg\[18\],50.52
net618,50.52
_05388_,50.48
_17061_,50.48
_19033_,50.48
u_stage3.Add_Rslt_mag\[108\],50.47
_17893_,50.46
_19673_,50.44
u_stage3.Add_Rslt_mag\[138\],50.44
_20321_,50.43
_14849_,50.42
_17434_,50.42
_06949_,50.4
_10068_,50.4
u_stage1.partial_products_sum\[6\],50.4
u_stage3.Aligned_C\[56\],50.4
_16724_,50.395
_16171_,50.36
_03899_,50.355
_17498_,50.29
u_stage1.ProdASC\[2\],50.28
net553,50.28
_02024_,50.26
_11725_,50.24
_15859_,50.24
_16897_,50.24
_06163_,50.22
_18451_,50.22
u_stage3.Sum\[55\],50.22
_16260_,50.2
clknet_leaf_63_clk,50.2
_04382_,50.18
_09661_,50.16
_07665_,50.14
_18430_,50.14
_09544_,50.12
_11821_,50.12
u_stage1.Aligned_C\[111\],50.12
_05717_,50.04
_12246_,50.04
_15097_,50
_19768_,50
_18789_,49.98
_08213_,49.96
_17842_,49.96
_12137_,49.94
_00784_,49.92
_12686_,49.92
_17139_,49.92
_19589_,49.9
net218,49.9
_05036_,49.88
_10043_,49.88
u_stage3.Aligned_C\[57\],49.855
_17839_,49.84
_11719_,49.83
_14970_,49.82
_12871_,49.8
_07843_,49.78
_08468_,49.78
_12924_,49.76
clknet_leaf_32_clk,49.76
net499,49.76
_12985_,49.72
_18445_,49.72
_06991_,49.71
_20030_,49.7
_06148_,49.68
_16176_,49.68
_18096_,49.66
net216,49.66
_19570_,49.64
_20317_,49.62
_17159_,49.59
_11586_,49.565
_03873_,49.56
_06536_,49.56
_18342_,49.56
u_stage3.Sum\[94\],49.56
u_stage1.Aligned_C\[106\],49.54
_03475_,49.525
_16203_,49.52
_20864_,49.52
_13277_,49.5
_17882_,49.5
_01203_,49.48
_15482_,49.46
_05963_,49.44
_07267_,49.42
_07423_,49.42
_11489_,49.42
_12335_,49.42
_16729_,49.4
u_stage1.Aligned_C\[32\],49.4
u_stage1.Aligned_C\[6\],49.4
_09463_,49.38
_16327_,49.36
_19999_,49.36
_06297_,49.34
_13325_,49.32
u_stage3.Aligned_C\[49\],49.32
clknet_leaf_100_clk,49.32
_05767_,49.3
_16765_,49.3
_16770_,49.29
_08535_,49.28
_19457_,49.28
u_stage1.partial_products_sum\[5\],49.28
clknet_leaf_139_clk,49.28
_19717_,49.26
net268,49.26
_07512_,49.24
_20569_,49.22
_17381_,49.215
_03320_,49.2
_18962_,49.18
_01036_,49.16
net301,49.16
net583,49.14
_01164_,49.12
_06553_,49.12
_18875_,49.1
_18448_,49.08
net735,49.06
_01022_,49.04
_05195_,49.04
_09573_,49.04
_17781_,49.04
_07449_,49.02
_19407_,49.02
_19620_,49.02
_06355_,49
_16688_,49
_07683_,48.98
_15473_,48.98
_02827_,48.96
_09603_,48.945
_15629_,48.945
_09073_,48.94
_16225_,48.94
net203,48.92
u_stage1.Aligned_C\[69\],48.9
_08487_,48.86
_16545_,48.86
_17199_,48.86
_16141_,48.845
_17878_,48.84
_18358_,48.84
_15898_,48.82
_16970_,48.82
_01271_,48.78
_09595_,48.78
_16714_,48.77
_14396_,48.76
_09011_,48.74
_18338_,48.74
net238,48.74
net337,48.72
_15459_,48.7
_16952_,48.7
_17586_,48.7
_02287_,48.695
_05175_,48.66
_06094_,48.66
_06886_,48.64
_14414_,48.62
_19811_,48.62
_20757_,48.62
u_stage1.partial_products_sum_w\[1\],48.62
_01558_,48.6
_16563_,48.58
_19798_,48.58
_16121_,48.54
_18877_,48.52
_20940_,48.52
u_stage3.Add_Rslt_mag\[54\],48.52
_12285_,48.48
_13529_,48.48
_07097_,48.46
clknet_leaf_168_clk,48.46
_08445_,48.44
_19917_,48.44
_16338_,48.43
_08167_,48.38
_01987_,48.36
_13255_,48.36
_17211_,48.36
net518,48.36
u_stage1.C_reg\[45\],48.34
_02058_,48.28
_15034_,48.28
_11506_,48.26
_20496_,48.26
_03552_,48.24
_09169_,48.24
_19647_,48.24
_21086_,48.235
_16173_,48.22
_19766_,48.22
_12251_,48.195
_10851_,48.135
_11312_,48.115
_12044_,48.08
_08399_,48.04
_18420_,48.04
_19528_,48.02
_19777_,48.02
_09084_,48
net319,47.99
_15670_,47.98
_16032_,47.98
u_stage3.Add_Rslt_mag\[89\],47.98
_16441_,47.97
_15925_,47.94
_18800_,47.92
_20532_,47.92
_10475_,47.915
_19247_,47.9
u_stage1.C_reg\[51\],47.895
_05213_,47.875
_19064_,47.86
_19593_,47.86
u_stage1.Aligned_C\[3\],47.86
_15256_,47.8
_08736_,47.78
_18998_,47.78
_19029_,47.78
u_stage3.Sum\[114\],47.78
_01873_,47.76
_19566_,47.76
net623,47.76
_04567_,47.74
_05740_,47.74
_02411_,47.72
_18761_,47.7
_19824_,47.7
_04829_,47.69
_14795_,47.68
_17066_,47.68
_03541_,47.66
u_stage1.partial_products_carry_w\[44\],47.66
_15705_,47.64
_19489_,47.64
_19822_,47.64
_14298_,47.63
_12324_,47.6
_03325_,47.58
_01885_,47.56
_16661_,47.56
_20013_,47.56
net594,47.56
_09662_,47.55
clknet_leaf_127_clk,47.54
net585,47.52
_04169_,47.49
_20268_,47.46
u_stage1.C_reg\[5\],47.46
_16568_,47.44
_18442_,47.44
_16333_,47.435
_04851_,47.4
_12204_,47.4
_13569_,47.4
_15851_,47.4
u_stage1.Aligned_C\[36\],47.4
_17835_,47.385
_19758_,47.38
_10993_,47.36
_19185_,47.34
u_stage1.ProdASC_w\[52\],47.34
net555,47.32
_17023_,47.3
_18066_,47.3
_02756_,47.295
_15831_,47.285
net596,47.28
_18482_,47.27
_18724_,47.26
_19370_,47.24
u_stage3.Aligned_C\[23\],47.24
_05898_,47.22
_12097_,47.205
_16744_,47.2
_18989_,47.2
_12258_,47.18
_13658_,47.18
_19357_,47.16
_19192_,47.14
_07579_,47.1
_16684_,47.1
u_stage1.Aligned_C_w\[97\],47.1
_06238_,47.08
_17615_,47.08
_10120_,47.06
_10203_,47.06
_19283_,47.06
u_stage1.Aligned_C\[33\],47.06
u_stage3.Add_Rslt_mag\[64\],47.04
_06632_,47.02
_03812_,47
_05017_,47
_05515_,47
_16211_,47
_16362_,46.98
_16388_,46.98
_17018_,46.98
u_stage1.A_reg\[32\],46.98
_06940_,46.94
u_stage1.ProdASC_w\[48\],46.92
u_stage1.partial_products_sum\[101\],46.92
_00833_,46.9
_15627_,46.9
_15917_,46.9
_03133_,46.88
_03987_,46.88
_15725_,46.86
_15799_,46.86
_15508_,46.84
_07848_,46.82
_15825_,46.8
_17136_,46.78
_16718_,46.74
_09501_,46.72
net198,46.72
_17100_,46.67
net98,46.66
_05899_,46.64
_11845_,46.58
_13248_,46.56
_20032_,46.56
_15847_,46.54
_18748_,46.54
_19547_,46.54
_13520_,46.52
_19333_,46.52
_09487_,46.48
_10201_,46.48
_11840_,46.48
u_stage3.Add_Rslt_mag\[40\],46.48
_04081_,46.46
_04667_,46.46
_10037_,46.44
_16375_,46.44
_15592_,46.42
_18860_,46.4
_12594_,46.38
clknet_leaf_174_clk,46.38
_15435_,46.33
_03512_,46.3
_06319_,46.3
net472,46.29
_03960_,46.26
_15921_,46.26
_18532_,46.25
u_stage3.Add_Rslt_mag\[127\],46.24
_15906_,46.22
_21159_,46.22
_08684_,46.21
_21291_,46.2
clknet_leaf_0_clk,46.2
_19503_,46.18
_18773_,46.16
_15737_,46.12
_09851_,46.1
_18195_,46.1
_18942_,46.1
_11625_,46.08
_11709_,46.08
_19251_,46.08
_03436_,46.06
_06356_,46.06
_07458_,46.06
_17965_,46.06
_20022_,46.06
_17895_,46.04
_18340_,46.04
_20695_,46.04
_16150_,46.02
_11486_,46
u_stage1.Aligned_C\[15\],46
u_stage3.Aligned_C\[45\],46
_11513_,45.96
_16334_,45.96
_18963_,45.96
_19646_,45.94
_08052_,45.92
u_stage1.partial_products_sum\[0\],45.92
_15471_,45.9
u_stage1.Aligned_C\[107\],45.9
_13631_,45.88
net433,45.87
u_stage3.Add_Rslt_s3\[162\],45.86
_05950_,45.84
_07400_,45.84
net245,45.84
_06346_,45.83
u_stage3.Add_Rslt_mag\[34\],45.82
net201,45.8
_03683_,45.78
_13224_,45.78
_19292_,45.78
_05838_,45.76
u_stage3.Add_Rslt_mag\[51\],45.76
_11720_,45.72
_12207_,45.72
_15897_,45.72
u_stage1.Aligned_C\[7\],45.72
_19486_,45.7
u_stage1.A_reg\[33\],45.69
_11348_,45.68
_15246_,45.68
u_stage1.B_reg\[17\],45.68
_05908_,45.66
_16328_,45.66
_09825_,45.64
_13141_,45.64
_02631_,45.635
_18938_,45.6
_20020_,45.6
_18857_,45.59
_11371_,45.58
_15662_,45.58
_12440_,45.56
_15920_,45.54
u_stage3.Aligned_C\[47\],45.54
_08572_,45.48
net457,45.47
_06752_,45.46
clknet_leaf_62_clk,45.46
net603,45.46
_05171_,45.45
_12821_,45.4
_12177_,45.39
_17198_,45.38
_17286_,45.38
_17484_,45.37
_05879_,45.36
_15992_,45.35
_19672_,45.34
_13205_,45.32
_17799_,45.32
u_stage3.Prec_s3\[2\],45.32
_01180_,45.3
_19661_,45.3
_11675_,45.26
_19184_,45.26
u_stage1.Aligned_C\[53\],45.26
clknet_leaf_167_clk,45.26
_11975_,45.24
_13036_,45.22
_16387_,45.22
_16470_,45.22
u_stage1.Aligned_C\[102\],45.22
_03146_,45.18
_18834_,45.18
_12218_,45.14
_08658_,45.12
net247,45.12
u_stage3.Add_Rslt_mag\[53\],45.06
net455,45.05
_12992_,45.04
_19514_,45.04
_16197_,45.03
_12725_,45.02
_15782_,45.02
_16501_,45.02
_06964_,45.01
clknet_leaf_112_clk,44.97
_12683_,44.96
_17445_,44.96
u_stage3.Sum\[76\],44.96
_04051_,44.94
net209,44.94
_16823_,44.92
_11679_,44.9
_16721_,44.9
u_stage1.partial_products_sum_w\[94\],44.9
_00923_,44.88
_06856_,44.88
_15702_,44.88
_16137_,44.88
_17006_,44.88
_19832_,44.88
net590,44.88
u_stage3.Aligned_C\[13\],44.84
clknet_leaf_115_clk,44.84
_16022_,44.82
_16147_,44.82
_16636_,44.815
_20044_,44.8
_20024_,44.76
net647,44.76
_03728_,44.74
_15104_,44.74
_06494_,44.72
_15590_,44.72
_18911_,44.72
_16146_,44.7
_16527_,44.7
_03781_,44.68
_12327_,44.68
_13648_,44.68
u_stage1.Aligned_C\[59\],44.68
_17036_,44.66
_16471_,44.62
_17197_,44.62
_18078_,44.6
_00646_,44.58
_15790_,44.58
_02473_,44.56
_11415_,44.54
_19582_,44.54
u_stage1.Aligned_C\[96\],44.52
u_stage1.Aligned_C_w\[114\],44.48
_19307_,44.47
_13616_,44.445
_15969_,44.44
_17789_,44.44
u_stage3.Sum\[97\],44.4
_12147_,44.39
_19519_,44.39
u_stage3.Add_Rslt_mag\[85\],44.39
_13341_,44.38
_19974_,44.38
_14857_,44.35
_03533_,44.34
_13235_,44.34
_16706_,44.34
_15701_,44.33
_00670_,44.32
_17007_,44.32
_02274_,44.3
u_stage1.B_reg\[33\],44.3
_15979_,44.29
_12564_,44.26
_19530_,44.26
_16517_,44.24
_18906_,44.24
_11837_,44.22
_12524_,44.22
_16238_,44.22
_17803_,44.22
_11706_,44.17
_13656_,44.16
_17179_,44.16
_11448_,44.12
_18375_,44.12
_05199_,44.1
_11838_,44.1
_16251_,44.1
_21245_,44.1
_04615_,44.08
_09782_,44.06
_19936_,44.04
_18736_,44.03
_19376_,44
_09344_,43.98
_16282_,43.98
_19664_,43.98
_16946_,43.97
_14467_,43.965
_04606_,43.96
_11450_,43.96
_11414_,43.94
_12004_,43.94
_08656_,43.93
_19658_,43.92
_11614_,43.9
_11505_,43.89
_11936_,43.88
u_stage1.Aligned_C\[14\],43.88
u_stage1.B_reg\[35\],43.88
_02309_,43.86
net700,43.86
_03855_,43.84
_07525_,43.84
_18032_,43.84
_01275_,43.82
_01563_,43.8
_17783_,43.8
u_stage3.Aligned_C\[43\],43.8
net598,43.8
_04195_,43.78
_16267_,43.78
_06581_,43.76
_11333_,43.72
_13434_,43.72
u_stage1.partial_products_sum\[100\],43.72
_04605_,43.68
_12261_,43.66
_20498_,43.66
_16747_,43.64
_19797_,43.64
_15680_,43.63
_11651_,43.62
_13468_,43.62
_14293_,43.62
_17706_,43.62
_17778_,43.62
_18948_,43.6
_08138_,43.58
_19545_,43.58
u_stage1.C_reg\[22\],43.58
_05836_,43.56
_16989_,43.56
_18864_,43.56
_10495_,43.555
_08038_,43.54
_11574_,43.54
_12136_,43.54
_10005_,43.52
_05222_,43.5
_14519_,43.5
_15185_,43.5
_19627_,43.5
_00866_,43.48
_18580_,43.48
_08846_,43.47
_20003_,43.46
_06365_,43.44
_12313_,43.44
_07089_,43.42
_19188_,43.42
u_stage1.Aligned_C\[38\],43.42
_07880_,43.4
_12152_,43.38
_18436_,43.38
_17486_,43.36
_20198_,43.36
_01355_,43.355
_17019_,43.34
_19584_,43.32
_15905_,43.315
_17021_,43.3
_01190_,43.28
_17682_,43.26
_21117_,43.26
u_stage1.Aligned_C\[37\],43.26
_12996_,43.24
_12703_,43.22
_14840_,43.18
_11649_,43.17
_04362_,43.16
_19189_,43.15
_15619_,43.14
_06158_,43.08
_15126_,43.08
_19923_,43.08
_21039_,43.06
u_stage3.Add_Rslt_mag\[80\],43.06
u_stage3.Aligned_C\[9\],43.06
_10721_,43.04
_16369_,43.04
_16477_,43.04
_18839_,43.04
_19655_,43.02
_18892_,43
_13403_,42.98
_18439_,42.98
_19956_,42.98
_02456_,42.96
_07086_,42.96
_15626_,42.96
net232,42.96
clknet_leaf_33_clk,42.96
u_stage3.Sum\[77\],42.93
u_stage1.partial_products_sum_w\[27\],42.925
_16511_,42.89
_19014_,42.86
_17891_,42.84
_08375_,42.82
_01448_,42.8
_05338_,42.8
_11881_,42.78
_16228_,42.76
_04258_,42.74
_08356_,42.74
_15960_,42.72
_11642_,42.7
_14324_,42.7
_19520_,42.7
u_stage1.B_reg\[32\],42.64
_17182_,42.63
_18141_,42.625
_01996_,42.62
_11776_,42.62
_03334_,42.6
net207,42.6
_13184_,42.59
_07260_,42.58
_17905_,42.58
clknet_leaf_166_clk,42.56
_14953_,42.555
_08437_,42.54
_19553_,42.54
_05509_,42.46
_15881_,42.46
u_stage1.Aligned_C_w\[61\],42.445
_08194_,42.44
_06133_,42.42
_14968_,42.42
_15186_,42.42
_17076_,42.42
_18540_,42.42
u_stage3.Add_Rslt_mag\[4\],42.41
_01152_,42.4
_19360_,42.4
_05217_,42.36
_03125_,42.34
_19496_,42.34
_16243_,42.3
net305,42.27
_03383_,42.26
_05082_,42.26
u_stage1.Aligned_C_w\[72\],42.26
_17534_,42.24
_16576_,42.225
_01997_,42.22
_17049_,42.2
_13612_,42.18
_15904_,42.18
u_stage3.Aligned_C\[58\],42.18
_17517_,42.16
clknet_leaf_77_clk,42.16
