net,length_um
_2484_,38.25
_0969_,38.22
_0999_,38.22
_3642_,38.22
_1165_,38.21
_2583_,38.2
_1089_,38.18
_2255_,38.06
_2461_,38.04
u_out_fmt.Result_out\[1\],37.86
_2316_,37.82
_0096_,37.8
_1537_,37.73
_2054_,37.68
u_out_fmt.Result_out\[3\],37.64
u_out_fmt.Result_out\[51\],37.64
_0185_,37.56
_1817_,37.34
_2466_,37.34
_3051_,37.34
_0381_,37.26
_1416_,37.24
_2709_,37.22
_1401_,37.12
_3672_,37.12
_0306_,37.08
_2698_,37.08
_3584_,37.08
_2404_,37.055
_2227_,37.03
_1887_,37
_3118_,36.91
_1855_,36.9
_1420_,36.89
_0726_,36.88
_3356_,36.86
_0694_,36.84
_2755_,36.7
_2623_,36.68
net268,36.68
_0644_,36.66
_1286_,36.66
_0954_,36.64
_2920_,36.64
_3363_,36.64
_0043_,36.6
_0481_,36.6
_2057_,36.58
_2123_,36.56
_3145_,36.54
_0661_,36.52
_1774_,36.52
_3660_,36.48
_3308_,36.46
_3641_,36.44
_2643_,36.4
_1357_,36.36
_3345_,36.32
_1422_,36.23
_2580_,36.22
_1968_,36.2
_2272_,36.195
_2413_,36.18
_0403_,36.16
_1084_,36.12
_1355_,36.06
_1478_,36.06
_2735_,35.96
_1807_,35.94
_2470_,35.9
_1909_,35.88
_3350_,35.88
_3141_,35.86
_1848_,35.84
u_out_fmt.Result_out\[24\],35.84
_3139_,35.8
_0941_,35.78
_1415_,35.74
_1619_,35.72
_3390_,35.72
_3714_,35.72
_1536_,35.7
_1800_,35.62
_3408_,35.62
_0599_,35.6
_1341_,35.58
_0612_,35.56
_1127_,35.56
_2808_,35.52
_1459_,35.505
_1356_,35.5
_3407_,35.48
_0624_,35.38
_1363_,35.36
net307,35.34
_0763_,35.3
_1198_,35.28
_2219_,35.28
_0784_,35.26
_0717_,35.24
_0868_,35.24
_1570_,35.16
_1530_,35.12
_3779_,35.1
net253,35.1
_1109_,35.02
_1910_,35.02
_1811_,34.98
_3072_,34.97
_1838_,34.92
net303,34.91
_1489_,34.88
_3233_,34.88
_1057_,34.84
_1184_,34.84
_0250_,34.77
_3765_,34.72
_2717_,34.66
_0233_,34.64
_0991_,34.58
_0266_,34.56
_1716_,34.56
_0560_,34.52
_0297_,34.5
_1166_,34.5
_2415_,34.495
_1533_,34.48
_3396_,34.46
_0480_,34.44
_2569_,34.42
_3050_,34.3
_1229_,34.23
_3093_,34.22
_3528_,34.155
_3129_,34.14
_3317_,34.14
_3315_,34.11
_1006_,34.01
_0126_,34
_1723_,34
_0575_,33.96
_3636_,33.92
_1895_,33.82
_1406_,33.78
_2454_,33.77
_1534_,33.74
_1176_,33.72
_2270_,33.7
_2818_,33.7
_1389_,33.68
_2195_,33.68
_2743_,33.68
_2878_,33.64
_1320_,33.58
_1874_,33.58
_2657_,33.56
_1644_,33.54
_2901_,33.53
_0639_,33.52
_1992_,33.48
_1580_,33.46
_3151_,33.42
_3400_,33.42
_2619_,33.38
_3018_,33.38
_0960_,33.33
_2390_,33.32
_3065_,33.32
_3392_,33.28
_3551_,33.23
_3209_,33.22
_1605_,33.2
_0394_,33.18
_1241_,33.1
_1199_,33.08
_0401_,33.06
Add_Rslt_s3[142],33.03
_1849_,32.99
_1105_,32.98
_3058_,32.96
_1861_,32.92
_3398_,32.92
_0288_,32.9
_3086_,32.89
_1233_,32.82
_0565_,32.8
_1067_,32.78
_3624_,32.72
_0491_,32.7
net321,32.68
_1923_,32.655
_0547_,32.64
_1188_,32.64
_0258_,32.62
_3403_,32.58
_1455_,32.56
_1535_,32.5
_0195_,32.48
_1771_,32.48
_3663_,32.48
_0603_,32.36
_1218_,32.36
_2837_,32.36
_0364_,32.32
_0232_,32.3
_1027_,32.3
_2317_,32.3
_2284_,32.24
_3230_,32.24
_2247_,32.22
u_out_fmt.Result_out\[38\],32.2
_1824_,32.18
net302,32.12
_1920_,32.03
_3311_,32.02
_1443_,31.98
_3362_,31.98
_2886_,31.965
_2477_,31.94
_0994_,31.88
_0940_,31.87
_3367_,31.86
_0754_,31.82
_3313_,31.73
_3229_,31.72
_2686_,31.7
_3366_,31.68
_2520_,31.64
_0447_,31.62
_1033_,31.54
_2613_,31.54
_1276_,31.48
_2607_,31.45
_3676_,31.44
_0641_,31.42
_0524_,31.4
_1945_,31.36
_2340_,31.33
_3443_,31.33
_0428_,31.32
_1924_,31.3
_2003_,31.28
_0882_,31.24
_3352_,31.24
_2061_,31.2
_0540_,31.18
_0746_,31.175
_2792_,31.16
_1758_,31.13
_1770_,31.12
_1213_,31.1
_1620_,31.07
_1411_,31.06
_3580_,31.06
_2879_,30.98
_2417_,30.96
_0476_,30.92
_1672_,30.92
_0654_,30.9
_1486_,30.9
_1688_,30.88
_2329_,30.88
_1718_,30.87
_0894_,30.855
_0739_,30.8
_1333_,30.8
_2582_,30.8
_0091_,30.76
_0609_,30.66
_2916_,30.66
_3385_,30.66
_0108_,30.64
_1699_,30.64
_1554_,30.62
_1493_,30.56
_0958_,30.47
_1298_,30.46
_2868_,30.46
_1863_,30.44
_2202_,30.4
_0224_,30.36
_1546_,30.36
_2617_,30.345
_0208_,30.32
_1257_,30.32
_1767_,30.32
_1540_,30.3
_3132_,30.3
_2707_,30.28
_2203_,30.275
_1789_,30.24
_1073_,30.22
_3625_,30.22
_3680_,30.215
_1186_,30.2
_1892_,30.2
_3691_,30.2
_3417_,30.16
_2436_,30.15
_3555_,30.12
_0653_,30.08
_2095_,30.06
_0544_,30
_1140_,29.98
_3359_,29.98
_1129_,29.94
_1385_,29.94
_3776_,29.9
_1997_,29.84
_1787_,29.76
_2486_,29.76
_3695_,29.76
_0495_,29.74
_0296_,29.72
_0787_,29.72
_1424_,29.7
_1812_,29.68
_1882_,29.67
_2659_,29.66
_2834_,29.66
_0090_,29.64
_1034_,29.64
_0557_,29.62
_2209_,29.58
_2933_,29.58
_2191_,29.565
_1578_,29.56
_2367_,29.55
_2839_,29.54
_2043_,29.53
_0830_,29.5
_2832_,29.48
_2216_,29.46
_2604_,29.45
_1291_,29.44
_3518_,29.4
_1280_,29.38
_1340_,29.34
_1156_,29.32
_2718_,29.32
_0706_,29.26
_1346_,29.26
_1608_,29.24
_1405_,29.18
_2019_,29.1
_2558_,29.08
_1327_,28.98
_3561_,28.98
_2776_,28.96
_3032_,28.96
_3410_,28.96
_1066_,28.94
_2083_,28.94
_0276_,28.92
_2935_,28.88
_0065_,28.86
_0343_,28.84
_1819_,28.84
_2917_,28.82
_2966_,28.8
_0077_,28.78
_0878_,28.78
_1149_,28.78
_3156_,28.76
_3044_,28.74
_1423_,28.72
_2214_,28.68
_3562_,28.67
_0060_,28.64
_1894_,28.64
_3314_,28.64
_1928_,28.6
_1954_,28.6
_1564_,28.58
_1344_,28.56
_1966_,28.54
_2151_,28.52
_1429_,28.48
_2198_,28.48
_1414_,28.46
_2606_,28.4
_2831_,28.38
_3096_,28.38
_1574_,28.34
_2369_,28.3
_2447_,28.28
_1202_,28.25
_1544_,28.22
_2806_,28.22
_3358_,28.22
_1694_,28.18
_1399_,28.16
_0017_,28.155
_3361_,28.08
_1525_,28.04
_1541_,27.98
_2063_,27.98
_1293_,27.94
_0450_,27.9
_0695_,27.88
_3014_,27.84
_3450_,27.82
_3294_,27.76
_3310_,27.73
_0721_,27.72
_0538_,27.7
_2944_,27.7
_2094_,27.69
_3223_,27.68
_1623_,27.66
_1523_,27.64
_3558_,27.6
_2556_,27.58
_1103_,27.56
_1136_,27.5
_2521_,27.48
_2995_,27.48
_1888_,27.44
_2926_,27.44
_3324_,27.44
_1328_,27.42
_2817_,27.38
_1736_,27.31
_0925_,27.3
_3347_,27.3
net325,27.3
_3784_,27.28
_2153_,27.26
u_out_fmt.Result_out\[22\],27.26
_0317_,27.24
_0656_,27.24
_3015_,27.24
_1158_,27.22
_1678_,27.22
_3574_,27.19
_2807_,27.18
_0436_,27.16
_0312_,27.14
_3116_,27.14
_1576_,27.1
_2210_,27.1
_1246_,27.08
_1352_,27.08
_3218_,27.08
_1397_,27.06
_2937_,27.04
_2401_,27.02
_0332_,26.9
_0345_,26.9
_1479_,26.8
_1636_,26.76
_3492_,26.76
_1279_,26.74
_2494_,26.74
_2846_,26.74
_0906_,26.72
_2309_,26.72
_2476_,26.72
_0775_,26.68
_0891_,26.68
_0724_,26.66
_0393_,26.64
_3060_,26.64
_1262_,26.62
_1330_,26.62
_1428_,26.62
_1499_,26.6
_2912_,26.59
_1854_,26.56
_2440_,26.54
_2632_,26.54
_2932_,26.42
_0929_,26.34
_2536_,26.32
_2532_,26.28
_0287_,26.24
_1766_,26.22
_3436_,26.21
_3110_,26.2
_3316_,26.18
_1425_,26.14
_3329_,26.14
_1630_,26.06
_1752_,26.06
_2812_,26.06
_1345_,26.04
_2134_,26.02
_1373_,25.96
_2779_,25.94
Result_out[29],25.93
_1906_,25.9
_2380_,25.88
_0040_,25.84
_3341_,25.84
_0528_,25.82
_1747_,25.78
_1595_,25.76
_3312_,25.68
_1691_,25.64
_2056_,25.62
_1150_,25.6
_1195_,25.6
_2028_,25.6
_2429_,25.6
_3216_,25.6
_0100_,25.58
_1624_,25.52
_0563_,25.5
_1638_,25.48
_3222_,25.48
_3228_,25.48
_3490_,25.46
_0862_,25.44
_0034_,25.42
_2059_,25.4
LZA_CNT_s3[4],25.38
net323,25.38
_0849_,25.34
_1132_,25.32
LZA_CNT_s3[3],25.3
_3298_,25.3
_3564_,25.29
_0725_,25.26
_0733_,25.26
_1711_,25.22
_2506_,25.215
_2075_,25.18
_1190_,25.16
_0112_,25.14
_2402_,25.14
_2658_,25.1
_3718_,25.1
_2524_,25.06
_0769_,25.04
_2258_,25.04
_1977_,25.035
_0300_,25.03
_0212_,24.9
_3556_,24.85
_2342_,24.84
_2407_,24.84
_3013_,24.84
_0770_,24.8
_1468_,24.8
_3472_,24.76
_1111_,24.7
_2621_,24.7
_0141_,24.68
_1095_,24.68
_1472_,24.68
_1710_,24.68
_3694_,24.68
_1463_,24.66
_3040_,24.6
_2485_,24.58
_1695_,24.56
_2186_,24.56
_1795_,24.54
_0924_,24.52
_0223_,24.48
_0816_,24.48
_0928_,24.48
_2907_,24.46
_3343_,24.46
_1110_,24.44
_2754_,24.42
_3623_,24.42
_2172_,24.38
_2479_,24.38
_2592_,24.36
_1396_,24.32
_1790_,24.3
_0482_,24.28
_1628_,24.28
_1745_,24.28
_0554_,24.26
_2851_,24.26
_1022_,24.24
_0391_,24.16
_3121_,24.16
_1439_,24.14
_2161_,24.14
_0932_,24.08
_1738_,24.06
u_out_fmt.Result_out\[59\],24.06
_3144_,24.03
_0771_,23.96
_1100_,23.96
_2155_,23.96
_2464_,23.92
_3279_,23.9
_0226_,23.88
_1937_,23.86
_0976_,23.84
_3080_,23.84
_3306_,23.83
_0838_,23.82
_2398_,23.82
_3549_,23.8
_0389_,23.78
_2938_,23.78
_3368_,23.78
_2234_,23.76
_0453_,23.68
_2505_,23.68
_0221_,23.64
_2790_,23.64
_1522_,23.62
_1410_,23.6
_3159_,23.52
_2994_,23.5
_1208_,23.38
_2575_,23.38
_1556_,23.34
_2248_,23.315
_3302_,23.3
_3448_,23.3
_3027_,23.28
_2158_,23.26
_0583_,23.24
_0918_,23.24
_2300_,23.24
_0361_,23.22
_0483_,23.22
_2301_,23.22
_2501_,23.22
_2187_,23.16
_2552_,23.16
_3103_,23.16
_1666_,23.14
_3364_,23.1
_0412_,23.08
_0010_,23.06
_0677_,23.04
_1626_,23.04
_2889_,23.02
_3515_,22.96
_1837_,22.92
_2263_,22.92
_1640_,22.91
_0299_,22.9
_0240_,22.86
_1029_,22.82
_0504_,22.79
_1852_,22.78
_0035_,22.76
_0745_,22.7
_1350_,22.68
_1393_,22.68
_1492_,22.64
_2118_,22.62
_3575_,22.6
_1349_,22.58
_2428_,22.54
_3293_,22.54
_1408_,22.52
_3062_,22.52
_3127_,22.5
_0440_,22.44
_2145_,22.41
_2786_,22.4
_2974_,22.4
_1122_,22.335
_3592_,22.32
Prec_s3[2],22.29
_2383_,22.285
_0834_,22.28
_1991_,22.28
_0811_,22.26
_1059_,22.26
_1418_,22.26
_1777_,22.24
_0037_,22.225
_2518_,22.22
_0011_,22.2
_0186_,22.16
_3488_,22.16
net293,22.14
_0089_,22.12
_2036_,22.12
_2984_,22.12
_0293_,22.1
_1365_,22.04
_2637_,22.04
_2869_,22.04
_1069_,22.03
_3548_,22.02
_0757_,22
_1441_,22
_0698_,21.98
_0686_,21.96
_2519_,21.96
_3439_,21.94
_2515_,21.9
_0742_,21.82
_0774_,21.8
_3538_,21.8
_1860_,21.78
_3780_,21.78
_0062_,21.76
_1844_,21.74
_0041_,21.72
_0824_,21.72
_1841_,21.7
_2442_,21.7
_3531_,21.68
_0911_,21.66
_1485_,21.66
_1737_,21.66
_2226_,21.66
_2794_,21.66
u_out_fmt.Result_out\[36\],21.66
Add_Rslt_s3[23],21.65
_2530_,21.64
_3658_,21.64
_3169_,21.6
_3535_,21.54
_0055_,21.5
_3046_,21.48
_0439_,21.44
_0038_,21.38
_2550_,21.38
_2689_,21.36
net229,21.36
_2774_,21.34
_0642_,21.32
_0441_,21.28
_0245_,21.24
_0320_,21.24
_3523_,21.24
_1387_,21.23
_3295_,21.22
_1742_,21.2
_0373_,21.18
_3299_,21.16
_0358_,21.14
_2022_,21.12
_2514_,21.08
_1250_,21.06
_1427_,21.03
_1342_,21.02
_1353_,21.02
_1239_,20.98
_2784_,20.98
_0635_,20.96
_1840_,20.94
Result_out[56],20.92
_3761_,20.92
Add_Rslt_s3[83],20.91
_1395_,20.9
_3276_,20.9
_0248_,20.88
_3471_,20.88
_3511_,20.88
_3512_,20.86
_0471_,20.84
_3719_,20.8
_1488_,20.78
_3098_,20.78
_3246_,20.7
_0789_,20.66
_2423_,20.66
_3777_,20.66
_0625_,20.64
_0734_,20.64
_1082_,20.64
_1153_,20.64
_1227_,20.615
_1322_,20.58
_0788_,20.56
_3321_,20.56
_0937_,20.54
_0420_,20.52
_0551_,20.52
net252,20.52
_1733_,20.5
_2713_,20.5
_2923_,20.48
_2549_,20.47
_2615_,20.46
_0415_,20.44
_0074_,20.42
_1979_,20.4
_0260_,20.36
_1935_,20.3
_2704_,20.26
_3721_,20.26
_3069_,20.24
u_out_fmt.Result_out\[0\],20.24
_0818_,20.2
_2821_,20.2
_3460_,20.18
_1180_,20.13
_0899_,20.12
_1337_,20.12
_0301_,20.08
_2418_,20.08
_1090_,20.07
_0366_,20.06
_1763_,20.06
_2139_,20.06
_0530_,20
_0666_,19.96
_2824_,19.88
Result_out[40],19.86
_2361_,19.86
_2474_,19.86
_1621_,19.84
_0307_,19.82
_1569_,19.82
Result_out[46],19.8
_0347_,19.8
_2555_,19.76
_1963_,19.74
_2326_,19.74
_1146_,19.72
_2674_,19.72
_0086_,19.66
_3662_,19.66
_0056_,19.6
_0951_,19.6
_1642_,19.6
_3446_,19.6
_2029_,19.58
_3772_,19.58
_2279_,19.5
_0542_,19.46
_2160_,19.44
_2634_,19.4
_2902_,19.4
_3670_,19.38
_3770_,19.36
_2025_,19.325
_1351_,19.32
_0571_,19.28
_2314_,19.28
_1538_,19.26
_3421_,19.26
_1773_,19.2
_2462_,19.18
_0331_,19.16
_1400_,19.16
_2544_,19.12
_2668_,19.1
_1551_,19.04
_0120_,19.02
_0318_,18.99
_1013_,18.96
_3380_,18.96
_1087_,18.94
_3442_,18.94
_3530_,18.93
_1633_,18.92
_3505_,18.91
_0413_,18.9
_2511_,18.9
_0847_,18.88
_1164_,18.84
_3109_,18.84
_3698_,18.84
u_out_fmt.Result_out\[61\],18.84
_2121_,18.78
_1031_,18.74
_0052_,18.735
_3001_,18.72
_0063_,18.7
_0574_,18.68
_0800_,18.68
_2946_,18.68
_3681_,18.68
_3620_,18.66
_0652_,18.64
_2196_,18.52
_0651_,18.5
_1832_,18.5
_1243_,18.48
_1296_,18.48
_0027_,18.44
_3307_,18.44
_0821_,18.42
u_out_fmt.Result_out\[62\],18.405
_0689_,18.38
_1639_,18.38
_0392_,18.36
_2403_,18.36
_3422_,18.36
_3438_,18.36
_0662_,18.32
_3240_,18.32
_0298_,18.3
_1001_,18.28
u_out_fmt.Result_out\[57\],18.26
_1566_,18.24
_3102_,18.24
_0676_,18.22
_2376_,18.2
_2762_,18.16
_2508_,18.12
Add_Rslt_s3[19],18.1
_2496_,18.1
_3638_,18.1
_3300_,18.02
_2238_,18
_3305_,18
_0908_,17.98
_1594_,17.96
_2243_,17.96
_3207_,17.94
_0909_,17.92
_1172_,17.88
_0397_,17.86
_2400_,17.82
_2763_,17.8
_3106_,17.8
_1329_,17.79
_0679_,17.76
_3034_,17.76
_0218_,17.74
_0692_,17.74
_0748_,17.7
_0768_,17.68
_0470_,17.66
_1008_,17.66
_2104_,17.64
_2665_,17.58
_1442_,17.56
_1660_,17.48
u_out_fmt.Result_out\[30\],17.48
_0880_,17.46
_2049_,17.46
_0423_,17.42
_0179_,17.4
_3605_,17.4
_0605_,17.32
_0762_,17.3
net320,17.3
_0209_,17.28
_0275_,17.26
_3542_,17.24
_3751_,17.24
_0490_,17.22
_2257_,17.22
_3165_,17.22
_1681_,17.16
_3115_,17.16
_2955_,17.14
_3687_,17.14
_0772_,17.08
_0912_,17.08
_1040_,17.06
_3608_,17.04
_3724_,17.04
_3043_,17.02
_3693_,17.02
_3479_,17
_1062_,16.98
_1210_,16.98
Add_Rslt_s3[36],16.97
_2597_,16.92
_0023_,16.9
_2721_,16.9
_0433_,16.875
_1178_,16.86
_2146_,16.84
_3128_,16.82
Add_Rslt_s3[60],16.81
_0587_,16.8
_3257_,16.8
_0172_,16.78
_2777_,16.78
_2977_,16.76
MaxExp_s3[28],16.75
Result_out[49],16.74
_1487_,16.74
Add_Rslt_s3[12],16.7
_2752_,16.7
_0876_,16.695
_3539_,16.695
_0001_,16.66
_2548_,16.66
_3480_,16.62
_1019_,16.6
_2539_,16.6
_3309_,16.6
_0837_,16.58
_0917_,16.56
_1552_,16.56
_2478_,16.56
_2871_,16.56
_0498_,16.54
_0049_,16.52
_3664_,16.52
_3750_,16.52
_0714_,16.5
_3619_,16.5
_2738_,16.46
_0419_,16.44
_1856_,16.42
_0399_,16.4
_0793_,16.4
_0807_,16.4
_1139_,16.38
_3566_,16.38
_3524_,16.36
_0902_,16.35
_3440_,16.32
_3520_,16.32
_0581_,16.3
_0790_,16.275
_2078_,16.26
_2467_,16.24
_0072_,16.22
_2987_,16.22
_3715_,16.22
_2241_,16.215
_3495_,16.2
_1319_,16.18
_3335_,16.18
_0106_,16.16
_1555_,16.16
_1896_,16.16
_1983_,16.14
_1206_,16.125
_2327_,16.12
_2394_,16.1
_2646_,16.1
_3630_,16.1
_1731_,16.08
_0655_,16.04
_0747_,16.02
_2166_,16
_2913_,15.98
_3135_,15.96
_3351_,15.96
_0738_,15.94
_0792_,15.92
_0885_,15.9
_2322_,15.9
_0613_,15.88
_3632_,15.88
_0559_,15.86
_3449_,15.86
_2996_,15.84
_3508_,15.84
_0879_,15.83
_0832_,15.82
_2245_,15.82
_3712_,15.82
_0006_,15.8
_2261_,15.8
_2370_,15.72
_3214_,15.72
_3635_,15.7
_2197_,15.64
_2936_,15.64
_0241_,15.62
_0400_,15.62
_3192_,15.61
_0700_,15.6
_3212_,15.6
_0660_,15.58
_0782_,15.58
_1827_,15.57
_2091_,15.56
_3099_,15.56
_3521_,15.56
_1343_,15.54
u_out_fmt.Result_out\[21\],15.54
Add_Rslt_s3[149],15.51
_3469_,15.46
_0842_,15.4
_2116_,15.4
_2430_,15.4
_0939_,15.38
_2101_,15.38
_1949_,15.36
_0650_,15.35
_0886_,15.35
Add_Rslt_s3[126],15.34
_0319_,15.34
_1754_,15.34
_2862_,15.34
_1583_,15.26
_3622_,15.26
_2051_,15.24
_2890_,15.24
_0263_,15.22
_0781_,15.22
_3534_,15.22
_2004_,15.2
Add_Rslt_s3[21],15.16
_1490_,15.16
_2751_,15.16
_1194_,15.14
_3692_,15.12
_3756_,15.06
_3768_,15.06
u_out_fmt.Result_out\[10\],15.06
_3225_,15.02
_3552_,15.02
_3084_,15.015
_0722_,15
_1181_,15
_2377_,14.98
_2015_,14.96
_0058_,14.94
_0335_,14.94
_1545_,14.94
_2897_,14.94
u_out_fmt.Result_out\[13\],14.92
_0508_,14.9
_0817_,14.9
_2152_,14.9
_0534_,14.88
_2775_,14.88
_1064_,14.86
u_out_fmt.Result_out\[28\],14.86
net279,14.84
_0761_,14.8
_1542_,14.76
_3647_,14.76
Add_Rslt_s3[151],14.75
_1648_,14.74
_3196_,14.74
_0262_,14.72
_2070_,14.72
u_out_fmt.Result_out\[60\],14.72
_0858_,14.7
_2292_,14.69
_3762_,14.68
_1941_,14.675
_3122_,14.67
_2222_,14.66
_3591_,14.66
_1729_,14.64
_3736_,14.64
_0737_,14.6
_3677_,14.57
_3633_,14.56
_3748_,14.54
_3507_,14.52
_3787_,14.52
_3389_,14.5
_2033_,14.48
_2892_,14.48
_1030_,14.46
_1437_,14.46
_2622_,14.46
_3759_,14.46
_3487_,14.44
_0484_,14.42
_1547_,14.4
_0938_,14.38
_1232_,14.34
_3498_,14.34
_0957_,14.3
_2375_,14.3
_0843_,14.28
_1634_,14.22
_3717_,14.21
u_out_fmt.Result_out\[42\],14.18
_2055_,14.16
_2182_,14.14
u_out_fmt.Result_out\[58\],14.14
Add_Rslt_s3[68],14.1
_3546_,14.1
_0473_,14.06
_1579_,14.06
_3656_,14.04
_2193_,14.02
_0355_,14
_0458_,14
_0814_,14
_1685_,14
_3289_,13.99
_1448_,13.98
_1704_,13.96
_1730_,13.96
_3280_,13.96
_0526_,13.94
_1435_,13.92
_0496_,13.88
_1953_,13.88
_2011_,13.88
_0815_,13.86
_2930_,13.86
_0080_,13.84
_0007_,13.82
_3707_,13.82
_2064_,13.72
_1473_,13.68
_1483_,13.68
_0822_,13.66
Result_out[63],13.64
_0799_,13.64
_1252_,13.64
_3655_,13.64
_3185_,13.62
_3319_,13.62
_0680_,13.6
u_out_fmt.Result_out\[47\],13.585
_3640_,13.58
_0308_,13.54
_1261_,13.54
_2867_,13.54
_2899_,13.54
_1955_,13.52
_0330_,13.5
_1169_,13.5
_1469_,13.5
_0222_,13.46
_3267_,13.46
_3493_,13.46
_0998_,13.42
_1643_,13.42
_2492_,13.42
_0736_,13.38
_2366_,13.38
_0265_,13.36
_3563_,13.36
_0502_,13.34
_0552_,13.3
_1196_,13.3
_3499_,13.26
_0786_,13.25
_3785_,13.25
_3478_,13.24
Add_Rslt_s3[59],13.23
_3213_,13.2
_3454_,13.18
_1993_,13.16
_2639_,13.16
_0353_,13.14
_0020_,13.12
_0025_,13.1
_1889_,13.1
Result_out[21],13.06
_3120_,13.06
_0387_,13.04
_1068_,13.04
_2570_,13.04
_2642_,13.04
_2660_,13.04
net305,13.04
_2044_,12.98
_1045_,12.96
_2823_,12.96
_2246_,12.92
_0859_,12.9
_1465_,12.88
Valid_out[3],12.86
Add_Rslt_s3[92],12.84
_3747_,12.84
_2767_,12.82
_0239_,12.78
_2087_,12.76
_2144_,12.76
_2438_,12.76
_3631_,12.76
_3666_,12.76
_2489_,12.755
_1614_,12.74
Add_Rslt_s3[101],12.72
_0898_,12.72
_2194_,12.72
_3028_,12.72
_1862_,12.7
_1952_,12.7
u_out_fmt.Result_out\[55\],12.7
_0514_,12.675
_1421_,12.64
_2654_,12.64
_3577_,12.64
Result_out[36],12.62
_0779_,12.62
_3754_,12.62
Add_Rslt_s3[84],12.58
LZA_CNT_s3[11],12.58
Add_Rslt_s3[143],12.5
Add_Rslt_s3[61],12.5
_0046_,12.5
_0071_,12.5
_0773_,12.5
_0877_,12.5
_1426_,12.5
_2111_,12.4
_2972_,12.4
_2002_,12.38
u_out_fmt.Result_out\[26\],12.38
_2268_,12.36
_0778_,12.34
_3377_,12.34
net273,12.34
_0900_,12.32
_1216_,12.32
Valid_out[2],12.28
_2042_,12.28
Add_Rslt_s3[89],12.24
_0608_,12.24
_0831_,12.22
_1470_,12.22
_2510_,12.22
_0845_,12.2
_3709_,12.2
_3602_,12.195
Result_out[12],12.18
_2649_,12.18
_3604_,12.18
_2085_,12.16
_2819_,12.16
_1331_,12.14
_2408_,12.14
_3697_,12.14
_3180_,12.08
_3757_,12.08
_0008_,12.06
_2483_,12.05
_1589_,12.04
_2379_,12.04
_2882_,12.04
_0093_,12
_3033_,12
_0678_,11.98
_2828_,11.98
_2691_,11.96
_3070_,11.96
Result_out[17],11.94
Result_out[27],11.94
_0417_,11.94
_2967_,11.94
_0959_,11.92
Result_out[59],11.89
_1740_,11.88
_2535_,11.88
_3334_,11.88
_0507_,11.86
_0511_,11.84
_2803_,11.84
_3150_,11.84
_3494_,11.84
_3649_,11.84
u_out_fmt.Result_out\[16\],11.82
_0469_,11.8
Add_Rslt_s3[116],11.78
Add_Rslt_s3[120],11.78
_2285_,11.76
_0668_,11.74
_0841_,11.74
_2578_,11.72
_1686_,11.7
_2360_,11.7
_3131_,11.7
Add_Rslt_s3[14],11.66
_0681_,11.66
_0685_,11.66
_1661_,11.62
_3639_,11.62
_0523_,11.6
_1762_,11.6
_3491_,11.6
Add_Rslt_s3[16],11.58
Add_Rslt_s3[29],11.58
LZA_CNT_s3[6],11.58
_0884_,11.58
_3533_,11.58
_3661_,11.58
_3704_,11.58
Add_Rslt_s3[131],11.57
_0362_,11.56
_0713_,11.56
_2239_,11.56
_0277_,11.54
_3486_,11.54
_2787_,11.52
_0825_,11.5
_3022_,11.5
_0555_,11.475
_0943_,11.46
_2016_,11.46
_2035_,11.46
_3626_,11.46
Result_out[11],11.44
_0328_,11.44
_0671_,11.42
_3243_,11.42
Add_Rslt_s3[75],11.41
_0820_,11.4
_3477_,11.38
_2397_,11.36
_2922_,11.36
_3612_,11.36
_3489_,11.355
_0087_,11.34
_1214_,11.34
_0848_,11.32
_1061_,11.32
_1748_,11.32
_2105_,11.32
_2666_,11.32
_3462_,11.32
_1297_,11.28
Result_out[57],11.26
_0851_,11.24
_2919_,11.24
_0892_,11.22
_3444_,11.22
_0411_,11.2
_2542_,11.2
_2562_,11.2
_0643_,11.16
MaxExp_s3[29],11.14
_0238_,11.14
_0026_,11.12
_1548_,11.12
_2282_,11.12
_2620_,11.12
_3048_,11.12
_0506_,11.1
_0548_,11.1
_1310_,11.1
_1440_,11.1
_2702_,11.1
_3593_,11.1
_3657_,11.1
_0844_,11.09
_0472_,11.08
_3036_,11.08
_3617_,11.065
_2497_,11.06
_3621_,11.06
Add_Rslt_s3[45],11.02
Add_Rslt_s3[55],11.02
Result_out[7],11.02
_1183_,11.02
_1321_,11.02
_2204_,11.02
_0067_,11
_0444_,11
_1960_,11
_0463_,10.96
_0497_,10.96
_0866_,10.96
_0270_,10.92
_3179_,10.9
_2504_,10.88
_2759_,10.88
_3588_,10.88
_2093_,10.86
Add_Rslt_s3[134],10.85
_0294_,10.84
_1051_,10.8
_2952_,10.8
_3172_,10.8
_0061_,10.78
_0102_,10.78
_2088_,10.78
_2522_,10.78
_2979_,10.78
Result_out[22],10.76
Result_out[62],10.76
_1023_,10.7
_2349_,10.7
Add_Rslt_s3[130],10.66
_3291_,10.64
_2482_,10.62
_3404_,10.62
_1728_,10.6
_3224_,10.6
Add_Rslt_s3[122],10.57
Result_out[1],10.56
Result_out[25],10.56
_0546_,10.56
_2557_,10.54
_3117_,10.54
_0833_,10.525
_0356_,10.52
_0468_,10.52
_3346_,10.52
_3501_,10.52
_3292_,10.46
Add_Rslt_s3[27],10.45
Add_Rslt_s3[71],10.45
_0048_,10.44
_0342_,10.44
_0697_,10.44
_0981_,10.44
_2896_,10.4
_3177_,10.4
_3688_,10.38
_0460_,10.34
_0622_,10.34
