design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Final_Util,Peak_Memory_Usage_MB,synth_cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,pin_antenna_violations,net_antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,DecapCells,WelltapCells,DiodeCells,FillCells,NonPhysCells,TotalCells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,FP_ASPECT_RATIO,FP_CORE_UTIL,FP_PDN_HPITCH,FP_PDN_VPITCH,GRT_ADJUSTMENT,GRT_REPAIR_ANTENNAS,MAX_FANOUT_CONSTRAINT,PL_TARGET_DENSITY,RUN_HEURISTIC_DIODE_INSERTION,STD_CELL_LIBRARY,SYNTH_STRATEGY
/openlane/designs/Top_module,DPDAC_top,RUN_2026.04.08_18.16.13,flow failed,0h49m57s0ms,0h42m59s0ms,100496.71933769358,0.6017360606250001,40198.68773507743,40.91,-1,2343.94,23228,0,0,0,0,0,0,0,38,38,0,-1,-1,1070340,193628,-14.6,-1,-1,-1,-15.6,-21658.7,-1,-1,-1,-4862.2,841879255.0,0.0,41.49,46.55,21.66,33.93,7.53,33408,68839,1138,36569,0,0,0,34409,1209,669,894,3076,5055,3427,1176,4867,1397,1250,88,28828,8149,2160,13861,24189,77187,575989.92,-1,-1,-1,0.0466,0.061,1.38e-07,-1,-1,-1,26.65,25.6,39.0625,10,1,40,153.18,153.6,0.3,1,10,0.6,0,sky130_fd_sc_hd,AREA 0
